VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseDollars,FreightCost,AvgSalesPrice,TargetMargin,RequiredSalesDollars,UpsideDollars,NeededPriceDeltaPerUnit
1485,CASTLE BRANDS CORP.        ,4639,1333,106626.67,15293.2,77.38274888438107,79.99,0.35,23647.050382899048,0.0,0.0
1485,CASTLE BRANDS CORP.        ,5147,54766,706681.34,41384.96,209.4056160430881,12.903650805244128,0.35,63991.331716989356,0.0,0.0
1485,CASTLE BRANDS CORP.        ,5505,396676,7532877.239999999,155353.0,786.0776153738427,18.99,0.35,240213.96556211362,0.0,0.0
1485,CASTLE BRANDS CORP.        ,5645,12,299.88,225.48,1.140916369265441,24.99,0.35,348.64756364502375,48.767563645023756,4.063963637085313
1485,CASTLE BRANDS CORP.        ,8100,68,2579.32,661.7099999999999,3.3482161198626703,37.93117647058824,0.35,1023.16648633825,0.0,0.0
1485,CASTLE BRANDS CORP.        ,8485,82090,1496198.0999999999,52218.81,264.2242997718729,18.226313801924714,0.35,80743.12969195672,0.0,0.0
1485,CASTLE BRANDS CORP.        ,8508,31,681.6899999999999,224.70000000000002,1.1369696122669177,21.99,0.35,347.4414917111799,0.0,0.0
1485,CASTLE BRANDS CORP.        ,8520,80739,1379659.6099999999,40380.9,204.32512779701457,17.087895688576772,0.35,62438.80788891848,0.0,0.0
1587,VINEYARD BRANDS INC        ,7302,283143,3200159.53,88448.34,444.7709510650159,11.302273162324337,0.35,136758.63223240772,0.0,0.0
1587,VINEYARD BRANDS INC        ,8016,380417,2747077.33,77645.90000000001,390.4498466483274,7.221226522474022,0.35,120055.92284099745,0.0,0.0
1587,VINEYARD BRANDS INC        ,8018,567012,4093110.38,91328.4,459.25360868554685,7.2187367815848695,0.35,141211.77478259313,0.0,0.0
1587,VINEYARD BRANDS INC        ,13497,357500,4209081.0,74704.8,375.6602435401479,11.773653146853146,0.35,115508.40037467715,0.0,0.0
1587,VINEYARD BRANDS INC        ,13498,23112,184703.88,9926.720000000001,49.9174625024745,7.99168743509865,0.35,15348.673019234579,0.0,0.0
1587,VINEYARD BRANDS INC        ,13791,101,3028.99,493.25,2.4803548784840856,29.99,0.35,762.6620844284371,0.0,0.0
1587,VINEYARD BRANDS INC        ,13792,41599,374229.01,18972.8,95.4065423993976,8.996105916007597,0.35,29335.702372922147,0.0,0.0
1587,VINEYARD BRANDS INC        ,13895,7046,116617.54,11512.67,57.89256401191562,16.55088560885609,0.35,17800.865483095255,0.0,0.0
1587,VINEYARD BRANDS INC        ,15056,604,6818.96,1730.45,8.70173360258041,11.289668874172186,0.35,2675.6180516962772,0.0,0.0
1587,VINEYARD BRANDS INC        ,15057,6882,69817.18000000001,5426.4,27.28717225059512,10.144896832316189,0.35,8390.287957308607,0.0,0.0
1587,VINEYARD BRANDS INC        ,15058,683,6978.17,1076.95,5.4155462471027604,10.216939970717423,0.35,1665.1777634570813,0.0,0.0
1587,VINEYARD BRANDS INC        ,15059,4727,48402.73,3602.2000000000003,18.11400779173923,10.239629786333827,0.35,5569.713858141137,0.0,0.0
1587,VINEYARD BRANDS INC        ,16703,13647,145608.53,10232.51,51.45515681223962,10.669636550157543,0.35,15821.484856634213,0.0,0.0
1587,VINEYARD BRANDS INC        ,16795,12,3479.88,2464.02,12.390560623785824,289.99,0.35,3809.8624009596706,329.9824009596705,27.498533413305875
1587,VINEYARD BRANDS INC        ,16796,20,699.8000000000001,120.64999999999999,0.6067000833027977,34.99,0.35,186.54876935892736,0.0,0.0
1587,VINEYARD BRANDS INC        ,17024,2155,27864.45,4621.6,23.240158350536344,12.930139211136892,0.35,7145.907935923902,0.0,0.0
1587,VINEYARD BRANDS INC        ,18595,12,599.88,387.0,1.9460665747052026,49.99,0.35,598.3785639610849,0.0,0.0
1587,VINEYARD BRANDS INC        ,19224,316366,6355370.34,107742.18,541.7918738601327,20.088664205382372,0.35,166590.7259597848,0.0,0.0
1587,VINEYARD BRANDS INC        ,19321,48,431.52,278.4,1.3999610707956804,8.99,0.35,430.4614785704548,0.0,0.0
1587,VINEYARD BRANDS INC        ,19497,1075,11814.25,1285.1999999999998,6.462751322509369,10.99,0.35,1987.1734635730909,0.0,0.0
1587,VINEYARD BRANDS INC        ,19782,7069,180214.31,19349.88,97.3027253037641,25.493607299476587,0.35,29918.742654313486,0.0,0.0
1587,VINEYARD BRANDS INC        ,19785,6,239.94,155.82,0.7835557975983584,39.99,0.35,240.92854738092052,0.9885473809205223,0.16475789682008704
1587,VINEYARD BRANDS INC        ,19786,16,1199.84,402.64,2.0247138130214544,74.99,0.35,622.5610981738791,0.0,0.0
1587,VINEYARD BRANDS INC        ,19934,111402,1120356.98,43308.8,217.78244979481315,10.056883897955153,0.35,66963.97299968434,0.0,0.0
1587,VINEYARD BRANDS INC        ,19949,85,2969.15,1848.6,9.295862196382526,34.931176470588234,0.35,2858.301326455973,0.0,0.0
1587,VINEYARD BRANDS INC        ,19951,16,1055.84,428.5,2.154753300416484,65.99,0.35,662.545774308333,0.0,0.0
1587,VINEYARD BRANDS INC        ,20576,16,431.84,111.66,0.5614930070583538,26.99,0.35,172.64845078008977,0.0,0.0
1587,VINEYARD BRANDS INC        ,20903,121,2297.79,734.2800000000001,3.6923973242236077,18.99,0.35,1135.3421497295749,0.0,0.0
1587,VINEYARD BRANDS INC        ,21338,1125,22488.75,9553.28,48.03958368682098,19.99,0.35,14771.260897979726,0.0,0.0
1587,VINEYARD BRANDS INC        ,21965,38766,329411.18,21470.82,107.96807528039265,8.49742506319971,0.35,33198.135500431374,0.0,0.0
1587,VINEYARD BRANDS INC        ,21977,58,3827.42,678.0000000000001,3.4093879525843094,65.99,0.35,1048.3221353116683,0.0,0.0
1587,VINEYARD BRANDS INC        ,21979,285,4842.15,907.9200000000001,4.56556269898281,16.99,0.35,1403.8239426138198,0.0,0.0
1587,VINEYARD BRANDS INC        ,21980,5,329.95,89.18,0.44845017346824284,65.99,0.35,137.8899233437973,0.0,0.0
1587,VINEYARD BRANDS INC        ,21981,252,10077.48,5219.969999999999,26.249119219545,39.989999999999995,0.35,8071.106337260837,0.0,0.0
1587,VINEYARD BRANDS INC        ,21983,305,5486.95,864.3199999999999,4.346315922090958,17.99,0.35,1336.4097168032167,0.0,0.0
1587,VINEYARD BRANDS INC        ,22289,37474,500807.26,22656.92,113.93249275909508,13.364126060735444,0.35,35032.08075809091,0.0,0.0
1587,VINEYARD BRANDS INC        ,23068,4,239.96,1184.1,5.954360287101887,59.99,0.35,1830.8528619801566,1590.8928619801566,397.72321549503914
1587,VINEYARD BRANDS INC        ,23069,76,1899.24,766.36,3.853714677496329,24.99,0.35,1184.9441764269175,0.0,0.0
1587,VINEYARD BRANDS INC        ,23524,1,11.99,190.56,0.9582492156998021,11.99,0.35,294.64346033184586,282.65346033184585,282.65346033184585
1587,VINEYARD BRANDS INC        ,23525,20,499.79999999999995,408.0,2.0516670865109115,24.99,0.35,630.8487185946321,131.0487185946322,6.55243592973161
1587,VINEYARD BRANDS INC        ,23848,122086,2006735.14,63639.63,320.0179761488539,16.437061907180183,0.35,98399.45842484439,0.0,0.0
1587,VINEYARD BRANDS INC        ,24634,57093,974799.07,51658.1,259.76770471002277,17.073880685898445,0.35,79873.6426226308,0.0,0.0
1587,VINEYARD BRANDS INC        ,25295,37940,379020.6,27256.84,137.06363115268155,9.99,0.35,42144.46712485028,0.0,0.0
1587,VINEYARD BRANDS INC        ,25870,38391,268355.09,24392.96,122.66233621219901,6.990052095543227,0.35,37716.34205571107,0.0,0.0
1587,VINEYARD BRANDS INC        ,26236,64347,548625.5700000001,31416.0,157.97836566134018,8.526047368175673,0.35,48575.351331786675,0.0,0.0
1587,VINEYARD BRANDS INC        ,26756,240,3117.6,513.0,2.5796696455394548,12.99,0.35,793.1994917623683,0.0,0.0
1587,VINEYARD BRANDS INC        ,27512,18670,438507.3,35985.86,180.95834446517046,23.487268344938403,0.35,55641.25899148488,0.0,0.0
1587,VINEYARD BRANDS INC        ,27813,52008,751865.92,41400.45,208.18612899936434,14.45673588678665,0.35,64013.286352306706,0.0,0.0
1587,VINEYARD BRANDS INC        ,28497,7294,91565.06,7066.56,35.53487393836899,12.553476830271455,0.35,10926.299806059029,0.0,0.0
1587,VINEYARD BRANDS INC        ,29112,3307,99243.93,11871.439999999999,59.69667332717915,30.010260054429995,0.35,18355.59488204181,0.0,0.0
1587,VINEYARD BRANDS INC        ,29192,6741,193660.59,19571.1,98.41515126670022,28.72876279483756,0.35,30260.792540410308,0.0,0.0
1587,VINEYARD BRANDS INC        ,31318,8128,93712.72,6465.740000000001,32.51359300964966,11.529616141732284,0.35,9997.313220014847,0.0,0.0
1587,VINEYARD BRANDS INC        ,31320,634797,4633945.03,95272.66,479.0876979567271,7.29988489233566,0.35,147310.38107377957,0.0,0.0
1587,VINEYARD BRANDS INC        ,32074,10415,135290.85,12564.599999999999,63.182294792095576,12.99,0.35,19427.35737660322,0.0,0.0
1587,VINEYARD BRANDS INC        ,32136,640,28793.600000000002,7205.450000000001,36.23329560906874,44.99,0.35,11141.051224013952,0.0,0.0
1587,VINEYARD BRANDS INC        ,32796,38768,788680.32,35681.4,179.4273381878197,20.343590590177463,0.35,55170.50359721204,0.0,0.0
1587,VINEYARD BRANDS INC        ,34674,4081,36688.19,3860.24,19.411586652041372,8.99,0.35,5968.694748695448,0.0,0.0
1587,VINEYARD BRANDS INC        ,35130,16709,144071.91,12513.210000000001,62.92387525391962,8.622413669280029,0.35,19347.898269621415,0.0,0.0
1587,VINEYARD BRANDS INC        ,42080,88,1147.12,338.04,1.6998665243238933,13.035454545454543,0.35,522.6767177297291,0.0,0.0
1587,VINEYARD BRANDS INC        ,42655,50,3399.5,2701.8,13.586260133174463,67.99,0.35,4177.517323281807,778.017323281807,15.560346465636139
1587,VINEYARD BRANDS INC        ,44207,2894,28905.06,2889.2000000000003,14.528618986145405,9.987926744989634,0.35,4467.274798440224,0.0,0.0
1587,VINEYARD BRANDS INC        ,44857,27,377.73,160.64999999999998,0.8078439153136712,13.99,0.35,248.39668294663636,0.0,0.0
1587,VINEYARD BRANDS INC        ,44859,23224,185439.76,19186.2,96.4796447431756,7.984832931450224,0.35,29665.66099191258,0.0,0.0
1587,VINEYARD BRANDS INC        ,45330,6931,57921.69,4287.38,21.55950106216949,8.35690232289713,0.35,6629.137693941799,0.0,0.0
1587,VINEYARD BRANDS INC        ,45331,1130,12308.7,2082.08,10.469938743829996,10.892654867256638,0.35,3219.3075980674307,0.0,0.0
1587,VINEYARD BRANDS INC        ,45332,18834,141276.66,11640.58,58.5357717007284,7.501150047785919,0.35,17998.63964877035,0.0,0.0
1587,VINEYARD BRANDS INC        ,45333,13901,115337.99,9758.0,49.069037819052625,8.297100208618085,0.35,15087.798519721619,0.0,0.0
1587,VINEYARD BRANDS INC        ,45334,686,7465.14,1598.4,8.037707527154511,10.882128279883382,0.35,2471.442626964853,0.0,0.0
1587,VINEYARD BRANDS INC        ,46199,18808,166913.92,7946.450000000001,39.95948509707018,8.874623564440665,0.35,12286.783823226262,0.0,0.0
1587,VINEYARD BRANDS INC        ,46217,4235,34537.65,2898.08,14.573272916851819,8.155289256198348,0.35,4481.005035256695,0.0,0.0
1587,VINEYARD BRANDS LLC        ,27763,5,799.95,2577.12,12.95929480879657,159.99,0.35,3984.7373766289174,3184.7873766289176,636.9574753257835
1587,VINEYARD BRANDS LLC        ,27764,20,759.8000000000001,4198.32,21.111654320197275,37.99,0.35,6491.433314338764,5731.633314338764,286.5816657169382
1587,VINEYARD BRANDS LLC        ,27765,91,3184.09,4176.07,20.99976806364123,34.99,0.35,6457.030412405602,3272.940412405602,35.966378158303314
1590,DIAGEO CHATEAU ESTATE WINES,6245,20605,226448.94999999998,4980.06,26.477268379627883,10.989999999999998,0.35,7702.365028276351,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,6278,55324,612641.32,55945.5,297.44300633576137,11.073698937170125,0.35,86527.60462513195,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,6398,47092,420836.08,24260.55,128.98501090094922,8.936466491123758,0.35,37522.36155523223,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,6896,13129,243180.11,20381.8,108.36302949360038,18.522363470180515,0.35,31523.327737682463,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,7830,38,417.62,212.7,1.1308528379872633,10.99,0.35,328.9705428276727,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,8233,17760,424036.39999999997,43984.70999999999,233.85159441253762,23.875923423423423,0.35,68028.5562990962,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,8246,20932,187475.68,13867.92,73.73096703798932,8.956415058283968,0.35,21448.693795443058,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,8921,130836,2509200.48,94897.59999999999,504.537942069488,19.178211501421625,0.35,146772.51991087612,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,10242,457,10049.43,561.29,2.9841861280388855,21.990000000000002,0.35,868.1141325046751,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,11067,8968,144675.36,12508.32,66.5024408577943,16.132399643175734,0.35,19345.88067824276,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,11310,331,19981.69,12987.09,69.04789649128352,60.36764350453172,0.35,20086.365994601976,104.67599460197744,0.316241675534675
1590,DIAGEO CHATEAU ESTATE WINES,11319,9,116.91,172.32,0.916166248434251,12.99,0.35,266.517178843745,149.607178843745,16.623019871527223
1590,DIAGEO CHATEAU ESTATE WINES,11321,30,3599.7000000000003,3426.72,18.218693168724563,119.99000000000001,0.35,5299.905681798037,1700.205681798037,56.673522726601234
1590,DIAGEO CHATEAU ESTATE WINES,12146,12,143.88,78.84,0.41916519862207735,11.99,0.35,121.93717722864936,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,12147,375049,3208558.15,85911.58,456.76236040888483,8.555037208471425,0.35,132874.3728621675,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,12268,30,257.7,187.92000000000002,0.9991060898663213,8.59,0.35,290.6447785997944,32.944778599794404,1.0981592866598135
1590,DIAGEO CHATEAU ESTATE WINES,12269,42,377.58,203.0,1.0792812699173222,8.99,0.35,313.968125030642,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,13670,6079,60729.21,5874.12,31.23067829185587,9.99,0.35,9085.154889679778,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,14289,19982,319227.18,29419.31,156.4123657974945,15.975737163447102,0.35,45501.11133199615,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,14293,1,227.99,2342.4,12.453736190415448,227.99,0.35,3622.851901831408,3394.8619018314084,3394.8619018314084
1590,DIAGEO CHATEAU ESTATE WINES,14475,83407,862865.93,33480.72,178.00548768150884,10.34524596256909,0.35,51782.654596433094,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,15746,1068,9601.32,1182.72,6.2881159781114055,8.99,0.35,1829.2432553509404,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,15747,62,681.38,443.52,2.358043491791777,10.99,0.35,685.9662207566026,4.586220756602643,0.07397130252584908
1590,DIAGEO CHATEAU ESTATE WINES,16330,1,12.99,7.14,0.03796092742467823,12.99,0.35,11.04301681142258,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,16846,16,191.84,198.48,1.0552499825280302,11.99,0.35,306.9773076654277,115.1373076654277,7.196081729089231
1590,DIAGEO CHATEAU ESTATE WINES,17377,355,5321.45,1073.78,5.70891941877745,14.99,0.35,1660.752183721196,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,17935,36,107.64,72.35999999999999,0.38471326448875576,2.99,0.35,111.91494348382882,4.274943483828821,0.11874843010635613
1590,DIAGEO CHATEAU ESTATE WINES,17937,1319,14702.81,2264.04,12.037122986914357,11.146937073540562,0.35,3501.6571122875603,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,17938,85,985.15,395.3,2.101674315262648,11.59,0.35,611.3871912542502,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,17940,360,1076.4,694.8,3.694012937628352,2.99,0.35,1074.6061737501973,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,17941,30,89.7,60.3,0.3205943870739632,2.99,0.35,93.2624529031907,3.562452903190703,0.11874843010635677
1590,DIAGEO CHATEAU ESTATE WINES,18378,88,1055.1200000000001,243.09,1.2924260290847382,11.990000000000002,0.35,375.97296312166884,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18568,36598,372006.02,21627.71,114.9871049960767,10.16465435269687,0.35,33450.303238455504,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18569,14,643.86,411.65999999999997,2.18865481563628,45.99,0.35,636.6902381779018,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18571,130,1427.7,409.5,2.1771708375918397,10.982307692307693,0.35,633.3494935962951,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18572,11795,35267.05,4540.13,24.138311684678484,2.99,0.35,7021.951248745659,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18775,136,1630.64,238.2,1.2664275787896855,11.99,0.35,368.40988858275335,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18778,5336,59016.64,6401.54,34.03478926417012,11.06008995502249,0.35,9900.884291175646,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18779,407,1216.93,828.2399999999999,4.4034675812626745,2.99,0.35,1280.9899501250193,64.05995012501921,0.15739545485262707
1590,DIAGEO CHATEAU ESTATE WINES,18781,480,1675.2,1295.16,6.885920835202557,3.49,0.35,2003.1475705156963,327.94757051569627,0.6832241052410339
1590,DIAGEO CHATEAU ESTATE WINES,18822,1845,37700.549999999996,4372.24,23.24569822454834,20.433902439024386,0.35,6762.285689576228,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,19754,15,164.85,69.6,0.37003929254308193,10.99,0.35,107.64621429622012,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,19755,5707,58554.93,7601.490000000001,40.41451123381196,10.26019449798493,0.35,11756.776171128942,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,19757,14,195.86,162.0,0.8612983533330355,13.99,0.35,250.55584362051235,54.695843620512335,3.906845972893738
1590,DIAGEO CHATEAU ESTATE WINES,19760,30,89.7,221.4,1.1771077495551487,2.99,0.35,342.4263196147002,252.72631961470023,8.42421065382334
1590,DIAGEO CHATEAU ESTATE WINES,20887,11,131.89,79.44,0.4223551925233108,11.989999999999998,0.35,122.86516183465125,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,20891,474,1417.26,518.76,2.758068727006454,2.9899999999999998,0.35,802.3354903492408,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,21924,310,2666.9,264.59999999999997,1.4067873104439579,8.602903225806452,0.35,409.2412112468368,0.0,0.0
