VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseDollars,FreightCost,AvgSalesPrice,TargetMargin,RequiredSalesDollars,UpsideDollars,NeededPriceDeltaPerUnit
480,BACARDI USA INC            ,2502,8,279.92,80.76,0.4091355093849232,34.99,0.35,124.87559309136142,0.0,0.0
480,BACARDI USA INC            ,2611,1195,55256.05,18875.28,95.62341874174162,46.23937238493724,0.35,29186.00525960268,0.0,0.0
480,BACARDI USA INC            ,2614,827,46309.73,13187.199999999999,66.80722869441381,55.99725513905683,0.35,20390.78035183756,0.0,0.0
480,BACARDI USA INC            ,2622,13315,345401.85,30455.449999999997,154.28932700962181,25.940807360120164,0.35,47091.90665693787,0.0,0.0
480,BACARDI USA INC            ,2624,4565,303309.35,34976.48,177.19316445383333,66.44235487404161,0.35,54082.57409915975,0.0,0.0
480,BACARDI USA INC            ,2628,20765,661013.35,88565.4,448.6781827993991,31.833053214543703,0.35,136944.73566584522,0.0,0.0
480,BACARDI USA INC            ,2663,5622620,175626453.8,1478001.4200000002,7487.653093652054,31.23569684595438,0.35,2285367.804759465,0.0,0.0
480,BACARDI USA INC            ,2665,569594,11949964.059999999,285668.12,1447.2136180192344,20.979792729558245,0.35,441715.89787387574,0.0,0.0
480,BACARDI USA INC            ,2668,35042,471599.58,61815.84,313.1631400007047,13.458123965527083,0.35,95583.08175384723,0.0,0.0
480,BACARDI USA INC            ,2672,167517,383613.93,41686.200000000004,211.1850504126026,2.29,0.35,64457.51546217324,0.0,0.0
480,BACARDI USA INC            ,2679,1030,20501.7,3227.2799999999997,16.34961424873421,19.904563106796118,0.35,4990.199406536513,0.0,0.0
480,BACARDI USA INC            ,2742,7598,371698.02,39081.42,197.98906239705457,48.920508028428536,0.35,60429.860095995464,0.0,0.0
480,BACARDI USA INC            ,2863,607,28478.93,6284.22,31.83627477447898,46.91751235584844,0.35,9717.009653499197,0.0,0.0
480,BACARDI USA INC            ,2916,340,22486.6,5269.599999999999,26.696142648028616,66.1370588235294,0.35,8148.147911766197,0.0,0.0
480,BACARDI USA INC            ,2933,861,43615.39,7581.600000000001,38.40888779040037,50.656666666666666,0.35,11723.090596600618,0.0,0.0
480,BACARDI USA INC            ,3016,40193,839357.07,71140.84,360.40420767052154,20.88316547657552,0.35,110001.91416564694,0.0,0.0
480,BACARDI USA INC            ,3139,18752,459326.98,39002.04,197.58691805907816,24.49482615187713,0.35,60307.11833547551,0.0,0.0
