VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,ProfitMargin,SalesToPurchaseRatio,StockTurnover,FreightPct,AvgUnitCost,AvgUnitPrice,UnitMargin,UnitMarginPct,LowMarginFlag,HighFreightFlag,LowTurnoverFlag
480,BACARDI USA INC,565,521,10753.789999999999,1427075,17624378.72,89286.27,-17702911.2,-164620.2055275396,0.0006101656217700705,0.0003650824238389713,8.302772324919866,12.350001730813025,20.64067178502879,8.290670054215765,0.4016666773524882,1,1,1
480,BACARDI USA INC,743,40975,2048340.25,1427075,17624378.72,89286.27,-15665324.739999998,-764.7813755551598,0.1162219833414928,0.028712576423803933,0.04358956965279572,12.350001730813025,49.99,37.639998269186975,0.7529505554948385,1,0,1
480,BACARDI USA INC,802,45712,527380.88,1427075,17624378.72,89286.27,-17186284.11,-3258.7992401241395,0.029923374229443477,0.03203195347126114,0.1693013026941743,12.350001730813025,11.537033601680085,-0.8129681291329405,-0.07046595833911341,1,1,1
480,BACARDI USA INC,803,4130,54151.2,1427075,17624378.72,89286.27,-17659513.79,-32611.491139623864,0.0030725168166381754,0.002894031497994149,1.648832712848469,12.350001730813025,13.111670702179175,0.7616689713661504,0.05809091676162673,1,1,1
480,BACARDI USA INC,804,1151,16983.99,1427075,17624378.72,89286.27,-17696681.0,-104196.25188191938,0.0009636646074069386,0.0008065448557363838,5.2570844660177025,12.350001730813025,14.75585577758471,2.405854046771685,0.16304402015275615,1,1,1
480,BACARDI USA INC,805,18,593.82,1427075,17624378.72,89286.27,-17713071.169999998,-2982902.4232932534,3.3693102573093144e-05,1.2613212339926073e-05,150.35914923714256,12.350001730813025,32.99,20.639998269186975,0.6256440821214603,1,1,1
480,BACARDI USA INC,810,13637,163809.63,1427075,17624378.72,89286.27,-17549855.36,-10713.567547890803,0.009294491034405099,0.00955590981553177,0.5450611786376662,12.350001730813025,12.012145633203785,-0.3378560976092402,-0.028126207251046278,1,1,1
480,BACARDI USA INC,824,111316,3004418.84,1427075,17624378.72,89286.27,-14709246.149999999,-489.58706935814575,0.17046948932109648,0.07800290804617838,0.029718316504765363,12.350001730813025,26.99,14.639998269186973,0.5424230555460161,1,0,1
480,BACARDI USA INC,903,236430,6279362.7,1427075,17624378.72,89286.27,-11434302.29,-182.09335622546533,0.3562884570151816,0.16567454408492896,0.01421900187418701,12.350001730813025,26.559077528232457,14.209075797419432,0.5349988448324344,1,0,1
480,BACARDI USA INC,973,21,314.79,1427075,17624378.72,89286.27,-17713350.2,-5627037.135868356,1.7861055132841588e-05,1.4715414396580417e-05,283.63756790241115,12.350001730813025,14.99,2.639998269186975,0.17611729614322716,1,1,1
480,BACARDI USA INC,974,64,963.86,1427075,17624378.72,89286.27,-17712701.13,-1837684.0132384368,5.46890199826573e-05,4.4846977208626034e-05,92.63406511319072,12.350001730813025,15.0603125,2.710310769186975,0.179963780246059,1,1,1
480,BACARDI USA INC,1020,2,49.98,1427075,17624378.72,89286.27,-17713615.009999998,-35441406.58263305,2.835844644173647e-06,1.4014680377695636e-06,1786.4399759903963,12.350001730813025,24.99,12.639998269186973,0.5058022516681462,1,1,1
480,BACARDI USA INC,1047,6,275.94,1427075,17624378.72,89286.27,-17713389.049999997,-6419290.081177066,1.565672211110997e-05,4.204404113308691e-06,323.5713198521418,12.350001730813025,45.99,33.639998269186975,0.7314633239657964,1,1,1
480,BACARDI USA INC,1106,35,8709.65,1427075,17624378.72,89286.27,-17704955.34,-203279.75682145666,0.0004941819588860946,2.452569066096736e-05,10.251418828540757,12.350001730813025,248.84714285714284,236.4971411263298,0.9503711331019666,1,1,1
480,BACARDI USA INC,1330,19640,994571.6,1427075,17624378.72,89286.27,-16719093.389999999,-1681.034667589543,0.05643158353555853,0.013762416130897114,0.08977359699392182,12.350001730813025,50.64010183299389,38.290100102180865,0.7561220992101847,1,1,1
480,BACARDI USA INC,1414,6,149.94,1427075,17624378.72,89286.27,-17713515.049999997,-11813735.52754435,8.507533932520941e-06,4.204404113308691e-06,595.4799919967987,12.350001730813025,24.99,12.639998269186973,0.5058022516681462,1,1,1
480,BACARDI USA INC,1757,11,1759.89,1427075,17624378.72,89286.27,-17711905.099999998,-1006421.1456397842,9.985543479061146e-05,7.7080742077326e-06,50.73400610265414,12.350001730813025,159.99,147.63999826918698,0.9228076646614599,1,1,1
480,BACARDI USA INC,2123,996,79670.04,1427075,17624378.72,89286.27,-17633994.95,-22133.784481594335,0.004520445302823134,0.0006979310828092427,1.120700705058012,12.350001730813025,79.99,67.63999826918698,0.8456056790747216,1,1,1
480,BACARDI USA INC,2184,1119,16797.81,1427075,17624378.72,89286.27,-17696867.18,-105352.228534553,0.0009531008307792425,0.0007841213671320709,5.315351822648309,12.350001730813025,15.011447721179627,2.6614459903666017,0.17729442488159033,1,1,1
480,BACARDI USA INC,2200,1099,16541.01,1427075,17624378.72,89286.27,-17697123.979999997,-106989.37960862122,0.0009385301043962133,0.0007701066867543752,5.397872923116545,12.350001730813025,15.050964513193811,2.7009627823807865,0.17945446486257396,1,1,1
480,BACARDI USA INC,2258,62562,862436.38,1427075,17624378.72,89286.27,-16851228.61,-1953.909760856795,0.04893428549746916,0.04383932168946972,0.10352794950509857,12.350001730813025,13.785307055401042,1.4353053245880165,0.10411848780877668,1,1,1
480,BACARDI USA INC,2329,3506,170869.94,1427075,17624378.72,89286.27,-17542795.049999997,-10266.75321007311,0.009695090120033464,0.002456773470210045,0.5225393653207814,12.350001730813025,48.736434683399885,36.38643295258686,0.746596118262636,1,1,1
480,BACARDI USA INC,2502,8,279.92,1427075,17624378.72,89286.27,-17713385.069999997,-6328016.958416689,1.588254567421143e-05,5.605872151078254e-06,318.9706701914833,12.350001730813025,34.99,22.639998269186975,0.6470419625374957,1,1,1
480,BACARDI USA INC,2611,1195,55256.05,1427075,17624378.72,89286.27,-17658408.939999998,-31957.421748387726,0.0031352055512343193,0.0008373771525673143,1.6158641451931508,12.350001730813025,46.23937238493724,33.889370654124214,0.7329115622936934,1,1,1
480,BACARDI USA INC,2614,827,46309.73,1427075,17624378.72,89286.27,-17667355.259999998,-38150.417331303805,0.0026275950338861083,0.0005795070336177146,1.9280239811374413,12.350001730813025,55.99725513905683,43.647253408243806,0.7794534446350179,1,1,1
480,BACARDI USA INC,2622,13315,345401.85,1427075,17624378.72,89286.27,-17368263.139999997,-5028.422152342264,0.019597958911768097,0.00933027346145087,0.25849968666931,12.350001730813025,25.940807360120164,13.59080562930714,0.5239160616951662,1,1,1
480,BACARDI USA INC,2624,4565,303309.35,1427075,17624378.72,89286.27,-17410355.639999997,-5740.131532377752,0.01720964777361525,0.003198850796209029,0.2943736155842212,12.350001730813025,66.44235487404161,54.092353143228586,0.8141245632514742,1,1,1
480,BACARDI USA INC,2628,20765,661013.35,1427075,17624378.72,89286.27,-17052651.639999997,-2579.7741664370315,0.03750562561674231,0.014550741902142495,0.13507483623439678,12.350001730813025,31.833053214543703,19.483051483730677,0.6120384165609779,1,1,1
480,BACARDI USA INC,2663,5622620,175626453.8,1427075,17624378.72,89286.27,157912788.81,89.91401089828301,9.964972756781524,3.9399611092619518,0.0005083873645918824,12.350001730813025,31.23569684595438,18.885695115141353,0.6046189783528845,0,0,0
480,BACARDI USA INC,2665,569594,11949964.059999999,1427075,17624378.72,89286.27,-5763700.93,-48.23195200471591,0.6780360459707597,0.3991338927526584,0.007471676864608078,12.350001730813025,20.979792729558245,8.62979099874522,0.41133823913268613,1,0,1
480,BACARDI USA INC,2668,35042,471599.58,1427075,17624378.72,89286.27,-17242065.41,-3656.0815872651965,0.026758366209234528,0.024555121489760523,0.18932644087596515,12.350001730813025,13.458123965527083,1.1081222347140578,0.08233853674943903,1,1,1
480,BACARDI USA INC,2672,167517,383613.93,1427075,17624378.72,89286.27,-17330051.06,-4517.576058825601,0.021766096615064116,0.117384860641522,0.23275033312789242,12.350001730813025,2.29,-10.060001730813024,-4.393013856250229,1,1,1
480,BACARDI USA INC,2679,1030,20501.7,1427075,17624378.72,89286.27,-17693163.29,-86300.95694503382,0.0011632580260395131,0.0007217560394513253,4.3550666530092625,12.350001730813025,19.904563106796118,7.554561375983093,0.3795391707645017,1,1,1
480,BACARDI USA INC,2742,7598,371698.02,1427075,17624378.72,89286.27,-17341966.97,-4665.606496908431,0.021089992782451966,0.005324177075486572,0.24021185262165237,12.350001730813025,48.920508028428536,36.57050629761551,0.7475496018226909,1,1,1
480,BACARDI USA INC,2863,607,28478.93,1427075,17624378.72,89286.27,-17685186.06,-62099.19424641305,0.0016158827753560666,0.00042534554946306255,3.1351694041875873,12.350001730813025,46.91751235584844,34.56751062503541,0.7367720258238808,1,1,1
480,BACARDI USA INC,2916,340,22486.6,1427075,17624378.72,89286.27,-17691178.389999997,-78674.31443615307,0.0012758804356877778,0.00023824956642082583,3.9706434054058866,12.350001730813025,66.1370588235294,53.787057092716374,0.813266541474637,1,1,1
480,BACARDI USA INC,2933,861,43615.39,1427075,17624378.72,89286.27,-17670049.599999998,-40513.33623292145,0.002474719290417064,0.0006033319902597972,2.0471276308660773,12.350001730813025,50.656666666666666,38.30666493585364,0.7562018477828579,1,1,1
480,BACARDI USA INC,3016,40193,839357.07,1427075,17624378.72,89286.27,-16874307.919999998,-2010.3849152065877,0.047624774940151764,0.028164602421036036,0.1063745969280988,12.350001730813025,20.88316547657552,8.533163745762495,0.40861447730872397,1,1,1
480,BACARDI USA INC,3139,18752,459326.98,1427075,17624378.72,89286.27,-17254338.009999998,-3756.4390426183977,0.02606202393272221,0.013140164322127428,0.19438498909861557,12.350001730813025,24.49482615187713,12.144824421064106,0.49581182351577546,1,1,1
480,BACARDI USA INC,3185,142,6672.58,1427075,17624378.72,89286.27,-17706992.41,-265369.5034004838,0.00037859944489436166,9.950423068163902e-05,13.381071489588736,12.350001730813025,46.99,34.639998269186975,0.7371780861712487,1,1,1
480,BACARDI USA INC,3194,48008,1175932.92,1427075,17624378.72,89286.27,-16537732.069999998,-1406.3499531929083,0.06672195024188632,0.033640838778620605,0.07592802997640376,12.350001730813025,24.494520079986668,12.144518349173643,0.49580552341976125,1,0,1
480,BACARDI USA INC,3199,276,12969.24,1427075,17624378.72,89286.27,-17700695.75,-136482.13580749527,0.0007358693435974917,0.00019340258921219977,6.884464317107248,12.350001730813025,46.99,34.639998269186975,0.7371780861712487,1,1,1
480,BACARDI USA INC,3343,110052,1429575.48,1427075,17624378.72,89286.27,-16284089.509999998,-1139.0856752803286,0.08111352477791059,0.07711718024630801,0.06245649232875763,12.350001730813025,12.99,0.6399982691869752,0.04926853496435529,1,0,1
480,BACARDI USA INC,3344,786314,16503442.86,1427075,17624378.72,89286.27,-1210222.1299999994,-7.333149454125473,0.9363985603232657,0.5509969693253683,0.005410160216714926,12.350001730813025,20.988361977530605,8.63836024671758,0.4115785813092752,1,0,0
480,BACARDI USA INC,3345,158180,314778.2,1427075,17624378.72,89286.27,-17398886.79,-5527.348078742429,0.017860385605694702,0.11084210710719479,0.2836482005424772,12.350001730813025,1.99,-10.360001730813025,-5.206031020509058,1,1,1
480,BACARDI USA INC,3348,4730366,146670700.34,1427075,17624378.72,89286.27,128957035.35000001,87.92283329326332,8.322035214413505,3.31472837797593,0.0006087532806008554,12.350001730813025,31.00620551137058,18.656203780557554,0.6016925796907319,0,0,0
480,BACARDI USA INC,3415,1,18.99,1427075,17624378.72,89286.27,-17713646.0,-93278809.89994735,1.0774847897730603e-06,7.007340188847818e-07,4701.751974723539,12.350001730813025,18.99,6.6399982691869734,0.3496576234432319,1,1,1
480,BACARDI USA INC,3436,513621,13318814.79,1427075,17624378.72,89286.27,-4394850.199999999,-32.997306962326185,0.7557040734086087,0.3599117075136205,0.006703769923059349,12.350001730813025,25.93121151588428,13.581209785071254,0.5237398868445473,1,0,1
480,BACARDI USA INC,3437,37665,700939.35,1427075,17624378.72,89286.27,-17012725.639999997,-2427.132338910634,0.039771010435935526,0.026393146821295305,0.12738087824574268,12.350001730813025,18.609832735961767,6.259831005148742,0.3363722336446475,1,1,1
480,BACARDI USA INC,3460,3247,181724.53,1427075,17624378.72,89286.27,-17531940.459999997,-9647.536554366105,0.010310975092346405,0.0022752833593188866,0.49132756045647774,12.350001730813025,55.96690175546659,43.61690002465356,0.7793338322572638,1,1,1
480,BACARDI USA INC,3461,14,699.86,1427075,17624378.72,89286.27,-17712965.13,-2530929.775955191,3.970976856085172e-05,9.810276264386946e-06,127.57732975166462,12.350001730813025,49.99,37.639998269186975,0.7529505554948385,1,1,1
480,BACARDI USA INC,3472,13695,242403.05,1427075,17624378.72,89286.27,-17471261.939999998,-7207.525623130566,0.013753849361221626,0.009596552388627087,0.3683380634030802,12.350001730813025,17.700113179992698,5.350111449179673,0.30226425078610036,1,1,1
480,BACARDI USA INC,3475,13,389.87,1427075,17624378.72,89286.27,-17713275.119999997,-4543379.875343062,2.2121063453861144e-05,9.109542245502164e-06,229.01549234360172,12.350001730813025,29.990000000000002,17.639998269186975,0.5881960076421132,1,1,1
480,BACARDI USA INC,3611,49,734.51,1427075,17624378.72,89286.27,-17712930.479999997,-2411530.2010864383,4.16757953099637e-05,3.433596692535431e-05,121.55895767246191,12.350001730813025,14.99,2.639998269186975,0.17611729614322716,1,1,1
480,BACARDI USA INC,3613,3,269.96999999999997,1427075,17624378.72,89286.27,-17713395.02,-6561245.701374227,1.5317986766457772e-05,2.1022020566543455e-06,330.7266362929215,12.350001730813025,89.99,77.63999826918698,0.8627625099365149,1,1,1
480,BACARDI USA INC,3615,221,3091.79,1427075,17624378.72,89286.27,-17710573.2,-572825.8775660701,0.00017542689300539498,0.00015486221817353677,28.878504038113846,12.350001730813025,13.99,1.6399982691869752,0.11722646670385813,1,1,1
480,BACARDI USA INC,3778,57,2678.4300000000003,1427075,17624378.72,89286.27,-17710986.56,-661245.0786468191,0.00015197301661252547,3.9941839076432565e-05,33.33530090388772,12.350001730813025,46.99,34.639998269186975,0.7371780861712487,1,1,1
480,BACARDI USA INC,3782,201250,4952523.5,1427075,17624378.72,89286.27,-12761141.489999998,-257.66947880206925,0.28100414651098693,0.14102272130056234,0.01802843944102436,12.350001730813025,24.60881242236025,12.258810691547223,0.49814718732255964,1,0,1
480,BACARDI USA INC,3830,163355,4025295.4499999997,1427075,17624378.72,89286.27,-13688369.54,-340.05875369968186,0.22839360830530314,0.11446840565492353,0.02218129603381039,12.350001730813025,24.641397263628292,12.291395532815267,0.49881081828739754,1,0,1
480,BACARDI USA INC,3831,18869,75287.31,1427075,17624378.72,89286.27,-17638377.68,-23428.088584915575,0.004271771005156884,0.013222150202336948,1.1859404991359102,12.350001730813025,3.9899999999999998,-8.360001730813025,-2.095238529025821,1,1,1
480,BACARDI USA INC,3847,149185,595248.15,1427075,17624378.72,89286.27,-17118416.84,-2875.845450338653,0.03377413521672213,0.10453900460732618,0.14999839982703012,12.350001730813025,3.99,-8.360001730813025,-2.0952385290258206,1,1,1
480,BACARDI USA INC,3851,481722,7202895.78,1427075,17624378.72,89286.27,-10510769.209999997,-145.9242161907276,0.40868934414273644,0.33755899304521486,0.012395885311560068,12.350001730813025,14.952391171671628,2.6023894408586035,0.17404503473591676,1,0,1
480,BACARDI USA INC,3857,2030296,104773240.04,1427075,17624378.72,89286.27,87059575.05000001,83.09333090850552,5.944790548622528,1.422697475605697,0.0008521858249865383,12.350001730813025,51.60490886057994,39.25490712976691,0.7606816482482547,0,0,0
480,BACARDI USA INC,3858,9032539,215671801.10999998,1427075,17624378.72,89286.27,197958136.11999997,91.78674963586666,12.237129293258855,6.3294073542035285,0.00041399139591021894,12.350001730813025,23.87720674220172,11.527205011388697,0.48277024761924775,0,0,0
480,BACARDI USA INC,3961,97985,2412703.65,1427075,17624378.72,89286.27,-15300961.339999998,-634.1832052187594,0.1368958128017349,0.06866142284042534,0.037006728944932794,12.350001730813025,24.62319385620248,12.273192125389455,0.4984402997053889,1,0,1
480,BACARDI USA INC,4025,7707,13795.53,1427075,17624378.72,89286.27,-17699869.459999997,-128301.4821467533,0.0007827526983600816,0.005400557083545013,6.47211596799833,12.350001730813025,1.79,-10.560001730813024,-5.8994423077167735,1,1,1
480,BACARDI USA INC,4028,14,195.85999999999999,1427075,17624378.72,89286.27,-17713469.13,-9043944.210150108,1.111301584649561e-05,9.810276264386946e-06,455.86781374451147,12.350001730813025,13.989999999999998,1.6399982691869734,0.11722646670385801,1,1,1
480,BACARDI USA INC,4042,1545,1529.55,1427075,17624378.72,89286.27,-17712135.439999998,-1157996.4983164982,8.678603792508608e-05,0.0010826340591769878,58.3742081004217,12.350001730813025,0.99,-11.360001730813025,-11.47474922304346,1,1,1
480,BACARDI USA INC,4050,61839,745400.61,1427075,17624378.72,89286.27,-16968264.38,-2276.395290312413,0.042293724042262296,0.04333269099381602,0.1197829312213737,12.350001730813025,12.053891718818221,-0.2961100119948039,-0.02456551119772585,1,1,1
480,BACARDI USA INC,4058,30,479.7,1427075,17624378.72,89286.27,-17713185.29,-3692554.782155514,2.7217980708485365e-05,2.1022020566543453e-05,186.1293933708568,12.350001730813025,15.99,3.639998269186975,0.227642168179298,1,1,1
480,BACARDI USA INC,4066,305870,6265655.3,1427075,17624378.72,89286.27,-11448009.689999998,-182.71049302696235,0.35551070477677527,0.21433351435628822,0.014250108843363918,12.350001730813025,20.48470036289927,8.134698632086247,0.3971109407496803,1,0,1
480,BACARDI USA INC,4075,41633,900539.6699999999,1427075,17624378.72,89286.27,-16813125.32,-1867.0055168141566,0.051096250500908436,0.02917365940823012,0.0991475145120481,12.350001730813025,21.630429467009343,9.280427736196318,0.4290450058030884,1,1,1
480,BACARDI USA INC,4092,4503,48354.97,1427075,17624378.72,89286.27,-17665310.02,-36532.56329183949,0.002743641110317675,0.0031554052870381723,1.8464755535987305,12.350001730813025,10.73838996224739,-1.6116117685656342,-0.15007946016409587,1,1,1
480,BACARDI USA INC,4102,35519,385286.81,1427075,17624378.72,89286.27,-17328378.18,-4497.5269669885665,0.02186101513824029,0.024889371616768564,0.2317397525235811,12.350001730813025,10.84734395675554,-1.5026577740574858,-0.13852771517599535,1,1,1
480,BACARDI USA INC,4160,466,10105.34,1427075,17624378.72,89286.27,-17703559.65,-175190.14352807525,0.0005733728354652606,0.0003265420528003083,8.835553281730254,12.350001730813025,21.685278969957082,9.335277239144057,0.43048914667305904,1,1,1
480,BACARDI USA INC,4179,174746,3768180.5399999996,1427075,17624378.72,89286.27,-13945484.45,-370.08535822437005,0.21380501405839059,0.12245046686404008,0.02369479621589469,12.350001730813025,21.563758483742113,9.213756752929088,0.42727972305364825,1,0,1
480,BACARDI USA INC,4192,271,5075.29,1427075,17624378.72,89286.27,-17708589.7,-348917.7899193938,0.0002879698672294532,0.00018989891911777587,17.59234841752885,12.350001730813025,18.7280073800738,6.378005649260777,0.3405597573635537,1,1,1
480,BACARDI USA INC,4196,171964,1963436.36,1427075,17624378.72,89286.27,-15750228.629999999,-802.176681193782,0.11140457154225293,0.12050102482350263,0.04547449146760224,12.350001730813025,11.417717429229373,-0.9322843015836515,-0.08165242373199763,1,0,1
480,BACARDI USA INC,4200,9118,105930.82,1427075,17624378.72,89286.27,-17607734.169999998,-16621.91812543318,0.006010471159462239,0.0063892927841914405,0.8428733960522538,12.350001730813025,11.617769247642027,-0.7322324831709981,-0.06302694325931925,1,1,1
480,BACARDI USA INC,4204,82284,912345.16,1427075,17624378.72,89286.27,-16801319.83,-1841.5530181581717,0.05176608914813424,0.05765919800991539,0.09786457353486701,12.350001730813025,11.087758981089884,-1.262242749723141,-0.11384110638370562,1,1,1
480,BACARDI USA INC,4214,302,4108.98,1427075,17624378.72,89286.27,-17709556.009999998,-430996.40324362734,0.00023314183525443443,0.00021162167370320412,21.72954601871998,12.350001730813025,13.605894039735098,1.255892308922073,0.09230501907881423,1,1,1
480,BACARDI USA INC,4216,908,19030.92,1427075,17624378.72,89286.27,-17694634.069999997,-92978.34298079125,0.0010798065737434403,0.0006362664891473819,4.691642337837583,12.350001730813025,20.959162995594713,8.609161264781688,0.4107588297581921,1,1,1
480,BACARDI USA INC,4221,70555,1273495.95,1427075,17624378.72,89286.27,-16440169.04,-1290.9478856214657,0.07225763643826193,0.04944028870241578,0.07011115347481083,12.350001730813025,18.049691021189144,5.699689290376119,0.3157776653176534,1,0,1
480,BACARDI USA INC,4222,469517,5162646.83,1427075,17624378.72,89286.27,-12551018.159999998,-243.11208132747672,0.29292645783544535,0.3290065343447261,0.01729466937020753,12.350001730813025,10.995654747325442,-1.3543469834875825,-0.12317110846145936,1,0,1
480,BACARDI USA INC,4223,538853,11520311.469999999,1427075,17624378.72,89286.27,-6193353.52,-53.76029577089204,0.6536577347221235,0.37759262827812134,0.007750334722503819,12.350001730813025,21.3793213919195,9.029319661106475,0.4223389272083811,1,0,1
480,BACARDI USA INC,4226,1056925,12211370.75,1427075,17624378.72,89286.27,-5502294.239999998,-45.05877638675411,0.6928681540497447,0.740623302909798,0.007311731977345787,12.350001730813025,11.553677649785936,-0.7963240810270893,-0.06892386174906337,1,0,0
480,BACARDI USA INC,4227,2160439,38068044.61,1427075,17624378.72,89286.27,20354379.62,53.468413806190505,2.159965194506442,1.513893103025419,0.002345438829725066,12.350001730813025,17.620513520631686,5.270511789818661,0.2991122695514788,0,0,0
480,BACARDI USA INC,4228,19402,420367.98,1427075,17624378.72,89286.27,-17293297.009999998,-4113.8473510755975,0.023851506295820224,0.013595641434402537,0.21240026416855062,12.350001730813025,21.66621894650036,9.316217215687336,0.42998814138690034,1,1,1
480,BACARDI USA INC,4229,153535,3291068.65,1427075,17624378.72,89286.27,-14422596.339999998,-438.2344421773152,0.18673388164686466,0.10758719758947498,0.027129871629994716,12.350001730813025,21.43529911746507,9.085297386652046,0.42384747405971673,1,0,1
480,BACARDI USA INC,4232,126995,1052788.55,1427075,17624378.72,89286.27,-16660876.439999998,-1582.5472683949683,0.05973478933503082,0.08898971672827287,0.08480930952374055,12.350001730813025,8.290000000000001,-4.060001730813024,-0.48974689153353723,1,1,1
480,BACARDI USA INC,4233,440606,5501592.94,1427075,17624378.72,89286.27,-12212072.049999997,-221.9733844939825,0.3121581207147369,0.3087476131247482,0.016229166892889026,12.350001730813025,12.486423108173744,0.13642137736071902,0.01092557701904368,1,0,1
