VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseDollars,FreightCost
1003,BRONCO WINE COMPANY        ,42439,618,5555.82,776.16,3.9446714609778457
1003,BRONCO WINE COMPANY        ,46508,312,2804.88,357.0,1.8143781070514984
1128,BROWN-FORMAN CORP          ,62,47594,1827927.06,91744.0,465.19262800625785
1128,BROWN-FORMAN CORP          ,63,37162,1502231.3800000001,86963.3,440.9518449936411
1128,BROWN-FORMAN CORP          ,165,854,24769.46,12003.44,60.86405431107686
1128,BROWN-FORMAN CORP          ,171,168917,8664355.83,244968.63999999998,1242.125974676479
1128,BROWN-FORMAN CORP          ,309,1,45.99,69.68,0.35331599144877107
1128,BROWN-FORMAN CORP          ,370,3242,45355.58,2486.3999999999996,12.607417926782778
1128,BROWN-FORMAN CORP          ,395,12,551.88,405.84000000000003,2.0578324048445644
1128,BROWN-FORMAN CORP          ,405,13927,518005.73000000004,91950.4,466.23918972604866
1128,BROWN-FORMAN CORP          ,809,23610,447755.89999999997,26063.05,132.15402340598294
1128,BROWN-FORMAN CORP          ,811,1414289,41510789.11,645871.36,3274.9236496378603
1128,BROWN-FORMAN CORP          ,938,2720,81572.8,20159.7,102.2207863491646
1128,BROWN-FORMAN CORP          ,996,25,7499.75,5999.67,30.421632526054076
1128,BROWN-FORMAN CORP          ,1032,5,489.95,212.57999999999998,1.0778977247729582
1128,BROWN-FORMAN CORP          ,1051,25,2309.75,970.0600000000001,4.918738671997629
1128,BROWN-FORMAN CORP          ,1060,20786,604880.14,126077.0,639.279854389878
1128,BROWN-FORMAN CORP          ,1064,4766,110456.34,27732.12,140.6171279101075
1128,BROWN-FORMAN CORP          ,1088,4,95.96,205.68,1.0429109230939038
1128,BROWN-FORMAN CORP          ,1107,143,6576.570000000001,1788.5,9.068680406230294
1128,BROWN-FORMAN CORP          ,1125,21920,541158.7999999999,62390.7,316.35522427788226
1128,BROWN-FORMAN CORP          ,1132,1416,36801.84,29399.039999999997,149.06933072965091
1128,BROWN-FORMAN CORP          ,1173,32,1471.68,36.5,0.1850751103312305
1128,BROWN-FORMAN CORP          ,1220,1243720,39878868.8,408139.05,2069.489855047496
1128,BROWN-FORMAN CORP          ,1231,930508,11327088.92,345546.0,1752.1086047812432
1128,BROWN-FORMAN CORP          ,1232,3284496,77463893.03999999,843206.76,4275.522853124367
1128,BROWN-FORMAN CORP          ,1233,14118462,507299163.38,3811251.6,19325.1454895912
1128,BROWN-FORMAN CORP          ,1236,17,428.83,108.47999999999999,0.5500533690063529
1128,BROWN-FORMAN CORP          ,1237,47311,2159866.89,250950.93999999997,1272.4595317322191
1128,BROWN-FORMAN CORP          ,1244,69518,1110240.82,104839.62999999999,531.5946873790516
1128,BROWN-FORMAN CORP          ,1260,3,269.96999999999997,215.96999999999997,1.0950868925544068
1128,BROWN-FORMAN CORP          ,1276,28202,140727.98,21714.57,110.10483393274598
1128,BROWN-FORMAN CORP          ,1279,125,12498.75,20695.170000000002,104.93591427598828
1128,BROWN-FORMAN CORP          ,1295,464297,1852545.03,57037.04,289.20921838265224
1128,BROWN-FORMAN CORP          ,1323,201388,3682952.1199999996,98473.14,499.3130753469235
1128,BROWN-FORMAN CORP          ,1343,738,122500.62000000001,27051.2,137.1644883449913
1128,BROWN-FORMAN CORP          ,1404,2,189.98,128.56,0.6518700324433697
1128,BROWN-FORMAN CORP          ,1460,40,879.5999999999999,272.8,1.3832463040646488
1128,BROWN-FORMAN CORP          ,1465,288363,4749638.37,130829.44,663.3773436321399
1128,BROWN-FORMAN CORP          ,1535,20016,79863.84,20733.420000000002,105.12986285051348
1128,BROWN-FORMAN CORP          ,1545,280874,8205121.26,287124.7,1455.8804255156565
1128,BROWN-FORMAN CORP          ,1550,534,2130.6600000000003,404.49,2.0509871610377925
1128,BROWN-FORMAN CORP          ,1595,192421,2857263.79,112207.37999999999,568.9532392733782
1128,BROWN-FORMAN CORP          ,1605,102,3262.98,1181.28,5.989740447454136
1128,BROWN-FORMAN CORP          ,1722,18,8099.82,3867.05,19.608074120722875
1128,BROWN-FORMAN CORP          ,1744,13882,314460.18,31286.750000000004,158.64106049741443
1128,BROWN-FORMAN CORP          ,1770,282938,10884601.620000001,283909.32,1439.5766773442365
1128,BROWN-FORMAN CORP          ,1771,140704,420704.96,22500.0,114.08739677952565
1128,BROWN-FORMAN CORP          ,1789,564873,13239501.27,353324.4,1791.5493784305706
1128,BROWN-FORMAN CORP          ,1801,105,1363.95,14535.82,73.70461617136732
1128,BROWN-FORMAN CORP          ,1828,170,5098.3,7056.000000000001,35.77780763005925
1128,BROWN-FORMAN CORP          ,1867,160223,479066.77,57843.6,293.29892197138537
1128,BROWN-FORMAN CORP          ,1906,2634,60591.659999999996,28806.47,146.06467434255566
1128,BROWN-FORMAN CORP          ,1927,12775,839972.2499999999,93830.40000000001,475.7718255458491
1128,BROWN-FORMAN CORP          ,1955,305641,3718506.59,191514.96,971.0863658104437
1128,BROWN-FORMAN CORP          ,1982,18260,326388.39999999997,49564.06,251.31709240996517
1128,BROWN-FORMAN CORP          ,1999,557,20923.43,4987.84,25.291096940123964
1128,BROWN-FORMAN CORP          ,2015,1496564,34974328.36,610241.5,3094.2606285259067
1128,BROWN-FORMAN CORP          ,2018,201,6027.99,2417.04,12.255724511643763
1128,BROWN-FORMAN CORP          ,2033,84,671.16,4493.84,22.78624476194238
1128,BROWN-FORMAN CORP          ,2039,372,18224.28,3265.9200000000005,16.56001381734171
1128,BROWN-FORMAN CORP          ,2062,244263,15296298.37,215521.46,1092.8125476232296
1128,BROWN-FORMAN CORP          ,2079,3793,180444.07,36110.97,183.10251388815766
1128,BROWN-FORMAN CORP          ,2124,138,4138.62,7256.13,36.79257699528087
1128,BROWN-FORMAN CORP          ,2131,1263,16406.37,2649.15,13.432650096821352
1128,BROWN-FORMAN CORP          ,2143,3052927,41874237.73,379165.71,1922.579057864914
1128,BROWN-FORMAN CORP          ,2148,12077,93104.73,12861.68,65.2158039738351
1128,BROWN-FORMAN CORP          ,2170,57450,200500.5,30643.359999999997,155.37871871012644
1128,BROWN-FORMAN CORP          ,2250,18484,276029.16,34903.38,176.97936724473598
1128,BROWN-FORMAN CORP          ,2423,18,233.82,152.82,0.7748815989265382
1128,BROWN-FORMAN CORP          ,2518,45203,2376745.97,104616.83,530.464968623386
1128,BROWN-FORMAN CORP          ,2577,1,49.99,37.87,0.1920217651573616
1128,BROWN-FORMAN CORP          ,2641,166,8298.34,6427.89,32.59294386156201
1128,BROWN-FORMAN CORP          ,2760,872202,33519156.98,538516.38,2730.574751881503
1128,BROWN-FORMAN CORP          ,2777,210,9657.9,1509.06,7.6517656437382655
1128,BROWN-FORMAN CORP          ,2871,8340,319660.60000000003,39804.15,201.82897131207804
1128,BROWN-FORMAN CORP          ,3063,1,17.99,13.13,0.0665763342095632
1128,BROWN-FORMAN CORP          ,3314,107879,2964667.21,78431.04000000001,397.68858579159325
1128,BROWN-FORMAN CORP          ,3467,638,12115.619999999999,1816.7800000000002,9.21207558760474
1128,BROWN-FORMAN CORP          ,3614,587254,12265432.459999999,218967.06,1110.2836380384979
1128,BROWN-FORMAN CORP          ,3716,1185,40470.15,10174.5,51.590320823701504
1128,BROWN-FORMAN CORP          ,3722,1155,14425.95,3562.8999999999996,18.065866043812086
1128,BROWN-FORMAN CORP          ,3947,14680,694553.2000000001,58322.16,295.72548484262137
1128,BROWN-FORMAN CORP          ,4329,6,389.94,309.48,1.5692341135701156
1128,BROWN-FORMAN CORP          ,4505,13,233.87,232.92000000000002,1.1810327314616496
1128,BROWN-FORMAN CORP          ,4767,61200,1679394.0,73360.40000000001,371.97764723132065
1128,BROWN-FORMAN CORP          ,5005,164,7378.360000000001,4330.530000000001,21.958173083361746
1128,BROWN-FORMAN CORP          ,5062,5,57.45,41.95,0.2127096131067156
1128,BROWN-FORMAN CORP          ,5075,6768,141544.31999999998,14729.4,74.68617342774867
1128,BROWN-FORMAN CORP          ,5197,113627,955554.73,49191.25,249.42674030359294
1128,BROWN-FORMAN CORP          ,5270,123596,177480.04,19199.850000000002,97.35381800255003
1128,BROWN-FORMAN CORP          ,5273,14,111.86,88.75999999999999,0.4500621039178087
1128,BROWN-FORMAN CORP          ,5296,48887,1428061.13,68723.71,348.46707426360246
1128,BROWN-FORMAN CORP          ,5297,165110,2347074.9,92708.16,470.0814504275444
1128,BROWN-FORMAN CORP          ,5298,18994,333810.06,41604.66,210.95854903543378
1128,BROWN-FORMAN CORP          ,5299,1069819,23200685.81,231890.96,1175.8149316935605
1128,BROWN-FORMAN CORP          ,5434,420,4825.8,812.1600000000001,4.118098674153758
1128,BROWN-FORMAN CORP          ,5589,9,125.91,132.24,0.6705296600055322
1128,BROWN-FORMAN CORP          ,6003,167,16698.329999999998,19853.28,100.66706812155648
1128,BROWN-FORMAN CORP          ,6195,15150,436266.5,20391.84,103.39786405087122
1128,BROWN-FORMAN CORP          ,6481,6000,94990.0,10474.420000000002,53.11108047001775
1128,BROWN-FORMAN CORP          ,6764,10382,186772.18,7139.599999999999,36.20170569098228
1128,BROWN-FORMAN CORP          ,6942,885,10178.65,1327.8799999999999,6.733083219359845
1128,BROWN-FORMAN CORP          ,7195,12,551.88,418.08000000000004,2.1198959486926263
1128,BROWN-FORMAN CORP          ,7219,148,6806.52,1431.6200000000001,7.259102176777979
1128,BROWN-FORMAN CORP          ,7700,4,47.96,110.64000000000001,0.5610057590971875
1128,BROWN-FORMAN CORP          ,7780,110,5058.9,829.92,4.208151659345063
1128,BROWN-FORMAN CORP          ,7792,385,17706.15,3018.12,15.303531287476531
1128,BROWN-FORMAN CORP          ,8011,9501,94914.99,6342.24,32.15865117115461
1128,BROWN-FORMAN CORP          ,8012,4,39.96,89.52,0.4539157226534727
1128,BROWN-FORMAN CORP          ,8017,504,5538.96,1036.1999999999998,5.254104913019754
1128,BROWN-FORMAN CORP          ,8033,500898,1497685.02,121872.4,617.9602157899138
1128,BROWN-FORMAN CORP          ,8200,96796,289420.04000000004,32141.920000000002,162.97724356870097
1128,BROWN-FORMAN CORP          ,8283,4104,118164.95999999999,9207.1,46.685069817278695
1128,BROWN-FORMAN CORP          ,8288,748193,9581121.07,199714.82,1012.6641738707353
1128,BROWN-FORMAN CORP          ,8342,306036,3937878.64,138880.36000000002,704.1999438312607
1128,BROWN-FORMAN CORP          ,8526,251605,7179617.949999999,237682.62,1205.1818389127652
1128,BROWN-FORMAN CORP          ,8725,87595,1461922.05,69702.08,353.427949214144
1128,BROWN-FORMAN CORP          ,8910,2950277,2920774.23,90431.11,458.535552345908
1128,BROWN-FORMAN CORP          ,12227,32863,443523.37,34249.52,173.66393678881332
1128,BROWN-FORMAN CORP          ,13144,655,8795.45,1915.2,9.711119213873223
1128,BROWN-FORMAN CORP          ,13278,4148,124398.51999999999,21210.48,107.54881989529747
1128,BROWN-FORMAN CORP          ,15314,8804,117555.96,15572.480000000001,78.96105353783234
1128,BROWN-FORMAN CORP          ,16828,76761,1022798.39,47924.44,243.00331563184758
1128,BROWN-FORMAN CORP          ,26949,181714,4177604.86,130793.65999999999,663.1959193185055
1128,BROWN-FORMAN CORP          ,27138,507,8106.93,2203.2000000000003,11.171437892651154
1128,BROWN-FORMAN CORP          ,27907,24,959.76,315.71999999999997,1.600874351610304
1128,BROWN-FORMAN CORP          ,30735,36799,1067133.01,37300.92,189.13621601250415
1128,BROWN-FORMAN CORP          ,44712,146949,3301085.51,103976.59999999999,527.2186497771568
1189,BULLY BOY DISTILLERS       ,2130,24865,745701.35,38212.65,197.46254784054233
1189,BULLY BOY DISTILLERS       ,2240,4,111.96,150.29999999999998,0.7766700540379562
1189,BULLY BOY DISTILLERS       ,3047,2293,56837.07,15319.47,79.16283162164238
1189,BULLY BOY DISTILLERS       ,3297,12,335.88,266.52,1.3772328862421563
1189,BULLY BOY DISTILLERS       ,3298,9247,250227.53,30306.36,156.6070675907768
1189,BULLY BOY DISTILLERS       ,3342,10179,240964.21,33672.92,174.00365000675833
1265,BLACK ROCK SPIRITS LLC     ,3599,194,4848.0599999999995,1152.1000000000001,5.79
1273,CALEDONIA SPIRITS INC      ,2192,1748,87382.52,38354.68,194.98628500793706
1273,CALEDONIA SPIRITS INC      ,2220,144,2734.56,665.28,3.3821290045981445
1273,CALEDONIA SPIRITS INC      ,2580,201361,7103563.390000001,154785.92,786.8956672910775
1273,CALEDONIA SPIRITS INC      ,2828,23117,1054089.83,52337.880000000005,266.0736261231018
1273,CALEDONIA SPIRITS INC      ,3009,467,24884.33,13460.94,68.43229257328547
1392,CONSTELLATION BRANDS INC   ,261,1879,24408.21,3516.48,17.957080841886295
1392,CONSTELLATION BRANDS INC   ,369,12,155.88,194.37,0.9925601178557646
1392,CONSTELLATION BRANDS INC   ,536,1057,13730.43,1864.9599999999998,9.523511433844146
1392,CONSTELLATION BRANDS INC   ,693,3454,44867.46,3796.1,19.384974344766515
1392,CONSTELLATION BRANDS INC   ,778,6509,84551.91,6895.02,35.20976418077817
1392,CONSTELLATION BRANDS INC   ,779,2684,34865.16,4278.400000000001,21.847863395761195
1392,CONSTELLATION BRANDS INC   ,780,3674,47725.26,2765.04,14.119814931707069
1392,CONSTELLATION BRANDS INC   ,799,35,454.65,368.28000000000003,1.8806402233056594
1392,CONSTELLATION BRANDS INC   ,855,7105,78083.95,5795.500000000001,29.595010356706712
1392,CONSTELLATION BRANDS INC   ,1091,75,4124.25,12930.960000000001,66.03259341250285
1392,CONSTELLATION BRANDS INC   ,2024,137,820.63,381.84000000000003,1.9498850409118955
1392,CONSTELLATION BRANDS INC   ,2105,98864,1009857.36,65281.65,333.36400791181137
1392,CONSTELLATION BRANDS INC   ,2114,5938618,78209079.82000001,689066.07,3518.750319748976
1392,CONSTELLATION BRANDS INC   ,2115,54,350.46,53.68,0.27411960244120714
1392,CONSTELLATION BRANDS INC   ,2117,338868,2880592.32,90640.2,462.8587106779342
1392,CONSTELLATION BRANDS INC   ,2153,1263,12617.37,2194.52,11.206426042274181
1392,CONSTELLATION BRANDS INC   ,2346,1423,27022.769999999997,12507.84,63.87190998878966
1392,CONSTELLATION BRANDS INC   ,2689,288,5469.12,1678.0800000000002,8.569199375270882
1392,CONSTELLATION BRANDS INC   ,2690,96616,991367.84,60681.59999999999,309.8736227178904
1392,CONSTELLATION BRANDS INC   ,2704,39134,38742.66,7618.26,38.90302538177629
1392,CONSTELLATION BRANDS INC   ,2830,24532,342002.68,47053.08,240.27890430764376
1392,CONSTELLATION BRANDS INC   ,3133,187433,2123682.67,85473.95999999999,436.4770479559546
1392,CONSTELLATION BRANDS INC   ,3138,123,1474.77,631.7199999999999,3.2259097476557264
1392,CONSTELLATION BRANDS INC   ,3150,136298,1543905.02,72487.0,370.15848774507793
1392,CONSTELLATION BRANDS INC   ,3219,304,300.96,106.56,0.5441539649056452
1392,CONSTELLATION BRANDS INC   ,3220,124899,2406260.01,92323.84000000001,471.45630247104367
1392,CONSTELLATION BRANDS INC   ,3230,454,4308.46,920.4,4.700068593272859
1392,CONSTELLATION BRANDS INC   ,3288,83856,1567293.44,78102.08,398.83217435602387
1392,CONSTELLATION BRANDS INC   ,3356,920961,5748757.39,106090.98,541.758890838265
1392,CONSTELLATION BRANDS INC   ,3373,13149,262075.50999999998,19570.32,99.93681702770502
1392,CONSTELLATION BRANDS INC   ,3785,584,5563.16,1298.28,6.629731696299747
1392,CONSTELLATION BRANDS INC   ,3804,1383656,14292592.44,230197.1,1175.5129943203951
1392,CONSTELLATION BRANDS INC   ,3806,14398,151268.02,24031.2,122.71652366216725
1392,CONSTELLATION BRANDS INC   ,3809,20,189.8,143.8,0.7343218858242473
1392,CONSTELLATION BRANDS INC   ,3875,43147,487041.53,47054.840000000004,240.28789183559266
1392,CONSTELLATION BRANDS INC   ,3888,107,105.93,81.32000000000001,0.41526464363857996
1392,CONSTELLATION BRANDS INC   ,3904,94062,93121.38,14936.979999999998,76.27643478525079
1392,CONSTELLATION BRANDS INC   ,3913,3584650,65713061.5,692308.6799999999,3535.308869750315
1392,CONSTELLATION BRANDS INC   ,4309,75029,652363.71,34784.04,177.62643845191968
1392,CONSTELLATION BRANDS INC   ,4334,8001,298354.99,35245.200000000004,179.98137503652825
1392,CONSTELLATION BRANDS INC   ,4354,2,119.98,355.52,1.8154806456761916
1392,CONSTELLATION BRANDS INC   ,4361,24,1391.76,519.36,2.6521377929185053
1392,CONSTELLATION BRANDS INC   ,4386,3138,145543.62,28776.920000000002,146.95077999035814
1392,CONSTELLATION BRANDS INC   ,4525,131,1046.69,805.65,4.11409198410504
1392,CONSTELLATION BRANDS INC   ,5223,1140,9239.6,2004.9,10.238122036780483
1392,CONSTELLATION BRANDS INC   ,5308,31265,30952.35,7149.0,36.50672574240294
1392,CONSTELLATION BRANDS INC   ,6140,1088,7578.12,639.84,3.267374933419933
1392,CONSTELLATION BRANDS INC   ,6145,25719,206758.81,8848.95,45.18760536553876
1392,CONSTELLATION BRANDS INC   ,6146,108,538.9200000000001,122.03999999999999,0.6232033584561275
1392,CONSTELLATION BRANDS INC   ,6166,1,399.99,1503.7,7.678719191334635
1392,CONSTELLATION BRANDS INC   ,6183,121913,1147331.87,53334.96,272.35763843922666
1392,CONSTELLATION BRANDS INC   ,6212,252,1257.48,386.4,1.9731709087794793
1392,CONSTELLATION BRANDS INC   ,6213,482455,3854815.45,71685.1,366.06354532336405
1392,CONSTELLATION BRANDS INC   ,6214,89154,1247264.46,18505.04,94.49691147463928
1392,CONSTELLATION BRANDS INC   ,6215,38,189.62,118.08,0.6029814205711204
1392,CONSTELLATION BRANDS INC   ,6216,166306,1328784.94,35478.00000000001,181.17017986976808
1392,CONSTELLATION BRANDS INC   ,6220,9,1169.91,866.61,4.425387270334846
1392,CONSTELLATION BRANDS INC   ,6226,122593,987947.07,25173.2,128.54820372900514
1392,CONSTELLATION BRANDS INC   ,6264,995113,7392908.87,135590.53,692.3998170341389
1392,CONSTELLATION BRANDS INC   ,6273,150487,1208359.13,33524.04,171.19218548850833
1392,CONSTELLATION BRANDS INC   ,6295,12,59.88,41.04,0.20957281080825527
1392,CONSTELLATION BRANDS INC   ,6296,40021,311763.59,13787.88,70.40849821361907
1392,CONSTELLATION BRANDS INC   ,6329,152234,1546144.66,41986.4,214.40564970077315
1392,CONSTELLATION BRANDS INC   ,6343,1612,8043.88,701.76,3.583572507621862
1392,CONSTELLATION BRANDS INC   ,6355,108,538.9200000000001,270.48,1.3812196361456357
1392,CONSTELLATION BRANDS INC   ,6356,95541,744264.39,26486.280000000002,135.25351236487512
1392,CONSTELLATION BRANDS INC   ,6357,30837,431409.63,9264.4,47.30912155097466
1392,CONSTELLATION BRANDS INC   ,6360,70240,982657.6,24659.38,125.92435622292578
1392,CONSTELLATION BRANDS INC   ,6394,5247,73405.53,3043.6200000000003,15.542397622617495
1392,CONSTELLATION BRANDS INC   ,6395,196,978.0400000000001,232.88,1.1892133572374874
1392,CONSTELLATION BRANDS INC   ,6396,215429,1678191.91,40929.28,209.0074135954704
1392,CONSTELLATION BRANDS INC   ,6420,808215,4733147.33,95244.18000000001,486.369164613241
1392,CONSTELLATION BRANDS INC   ,6472,2034,8115.660000000001,1197.82,6.116727686216966
1392,CONSTELLATION BRANDS INC   ,6479,3588578,33243869.22,368120.55,1879.825983912789
1392,CONSTELLATION BRANDS INC   ,6486,20,99.80000000000001,128.4,0.6556810162714419
1392,CONSTELLATION BRANDS INC   ,6565,1576006,14711850.94,228698.2,1167.8587865689212
1392,CONSTELLATION BRANDS INC   ,6567,258734,2455601.66,80661.6,411.902491137699
1392,CONSTELLATION BRANDS INC   ,6599,268539,3168777.11,80521.18000000001,411.1854293907765
1392,CONSTELLATION BRANDS INC   ,6647,395657,3440115.93,89924.79000000001,459.2054337632087
1392,CONSTELLATION BRANDS INC   ,6648,19285,155638.15,8487.2,43.340310913543476
1392,CONSTELLATION BRANDS INC   ,6650,922560,12186722.2,190780.38,974.2295439490022
1392,CONSTELLATION BRANDS INC   ,6682,9047244,90700612.56,612328.41,3126.8856243043315
1392,CONSTELLATION BRANDS INC   ,6686,70,349.3,120.61999999999999,0.6159520574973624
1392,CONSTELLATION BRANDS INC   ,6698,409,18842.91,3548.93,18.12278838844399
1392,CONSTELLATION BRANDS INC   ,6762,21377,168870.22999999998,2886.3999999999996,14.739545836182941
1392,CONSTELLATION BRANDS INC   ,6892,1445,7210.55,528.84,2.700547886643219
1392,CONSTELLATION BRANDS INC   ,6919,516,4032.8399999999997,633.15,3.233212114114201
1392,CONSTELLATION BRANDS INC   ,6938,918992,7354869.58,89846.33,458.8047738524871
1392,CONSTELLATION BRANDS INC   ,6958,144363,1159888.37,37507.21,191.53244213634258
1392,CONSTELLATION BRANDS INC   ,6960,604251,4481084.49,94530.0,482.7221687549798
1392,CONSTELLATION BRANDS INC   ,6976,165852,3276227.48,108799.6,555.5905942206105
1392,CONSTELLATION BRANDS INC   ,7159,245713,1831987.87,60184.72,307.33628016831915
1392,CONSTELLATION BRANDS INC   ,7254,215320,1720406.8,62787.04000000001,320.62515728875144
1392,CONSTELLATION BRANDS INC   ,7412,14,69.86,79.19999999999999,0.4044387577001417
1392,CONSTELLATION BRANDS INC   ,7413,23236,199608.64,10520.130000000001,53.72156954601001
1392,CONSTELLATION BRANDS INC   ,7423,87689,752523.11,26600.61,135.83734422305514
1392,CONSTELLATION BRANDS INC   ,7740,66120,396058.8,16810.0,85.84110501186089
1392,CONSTELLATION BRANDS INC   ,7770,32,351.68,216.90000000000003,1.107610688701525
1392,CONSTELLATION BRANDS INC   ,8113,11168,200996.31999999998,25008.3,127.70613363879362
1392,CONSTELLATION BRANDS INC   ,8123,64413,711095.87,38252.74,195.3395283361934
1392,CONSTELLATION BRANDS INC   ,8124,22674,251711.26,23321.25,119.09112851028321
1392,CONSTELLATION BRANDS INC   ,8155,346366,1763809.34,60817.759999999995,310.5689305619365
1392,CONSTELLATION BRANDS INC   ,8207,74,295.26,216.29999999999998,1.1045467587189477
1392,CONSTELLATION BRANDS INC   ,8268,23880,131098.19999999998,3026.97,15.457373565600985
1392,CONSTELLATION BRANDS INC   ,8272,10918,58897.82,2046.9199999999998,10.452699266560279
1392,CONSTELLATION BRANDS INC   ,8274,628,3363.72,392.04,2.0019718506157016
1392,CONSTELLATION BRANDS INC   ,8329,229170,1879485.11,71126.64,363.2117414265809
1392,CONSTELLATION BRANDS INC   ,8345,577450,3398304.34,82086.46,419.178609929323
1392,CONSTELLATION BRANDS INC   ,8359,92288,536679.76,24553.600000000002,125.38418536699749
1392,CONSTELLATION BRANDS INC   ,8422,1512,8024.879999999999,776.16,3.9634998254613887
1392,CONSTELLATION BRANDS INC   ,8423,31098,244898.02,7133.49,36.42752315235333
1392,CONSTELLATION BRANDS INC   ,8446,41604,249207.96,10398.239999999998,53.09913217004951
1392,CONSTELLATION BRANDS INC   ,8455,23736,367390.64,43574.4,222.5148510546598
1392,CONSTELLATION BRANDS INC   ,8475,577422,1033585.38,29510.16,150.69510669106583
1392,CONSTELLATION BRANDS INC   ,8498,2584626,26015583.740000002,235311.12,1201.6279930028911
1392,CONSTELLATION BRANDS INC   ,8504,5371251,53678948.49,404495.92,2065.578628529999
1392,CONSTELLATION BRANDS INC   ,8567,64416,703218.84,11940.75,60.97603656575717
1392,CONSTELLATION BRANDS INC   ,8634,954,8315.46,1518.8999999999999,7.7563387508932475
1392,CONSTELLATION BRANDS INC   ,8687,27409,298870.91000000003,5123.88,26.165349265209628
1392,CONSTELLATION BRANDS INC   ,8688,11765,128075.35,5104.02,26.063933182786332
1392,CONSTELLATION BRANDS INC   ,8689,109714,1195918.86,25220.14,128.78790518464209
1392,CONSTELLATION BRANDS INC   ,8730,227353,1771054.47,58217.5,297.29057293444447
1392,CONSTELLATION BRANDS INC   ,8847,189354,1134230.46,31549.59,161.1095578983436
1392,CONSTELLATION BRANDS INC   ,8892,28377,770681.23,80070.0,408.8814561748781
1392,CONSTELLATION BRANDS INC   ,8922,260037,2077695.6300000001,38183.4,194.98544016120698
1392,CONSTELLATION BRANDS INC   ,8923,8,63.92,42.08,0.2148836227780551
1392,CONSTELLATION BRANDS INC   ,8985,152241,911923.59,38366.04,195.91810044790338
1392,CONSTELLATION BRANDS INC   ,9195,120,118.8,91.2,0.46571735735167835
1392,CONSTELLATION BRANDS INC   ,10205,1376,37355.24,9650.32,49.27984131576808
1392,CONSTELLATION BRANDS INC   ,10472,858900,7935286.0,164934.04,842.243917172544
1392,CONSTELLATION BRANDS INC   ,10531,2610,40347.9,4860.98,24.822837277843874
1392,CONSTELLATION BRANDS INC   ,10576,9612,100019.88,7684.16,39.23954702486264
1392,CONSTELLATION BRANDS INC   ,10589,12,47.88,63.84,0.3260021501461749
1392,CONSTELLATION BRANDS INC   ,10632,3,22.47,101.76,0.5196425250450306
1392,CONSTELLATION BRANDS INC   ,10722,5864,39576.36,3292.8,16.81484774438165
1392,CONSTELLATION BRANDS INC   ,10723,1585291,15976192.09,177995.80000000002,908.9444473212487
1392,CONSTELLATION BRANDS INC   ,11022,936,10002.64,1589.28,8.11573773784951
1392,CONSTELLATION BRANDS INC   ,11213,1224326,23995310.74,331565.4,1693.1552837418003
1392,CONSTELLATION BRANDS INC   ,11313,285,1422.15,358.45000000000005,1.8304428370911088
1392,CONSTELLATION BRANDS INC   ,11373,36,285.64,247.20000000000002,1.2623391528216545
1392,CONSTELLATION BRANDS INC   ,11443,8354,70829.26,4605.12,23.516275402273692
1392,CONSTELLATION BRANDS INC   ,12211,37025,686560.75,26295.519999999997,134.27938689241452
1392,CONSTELLATION BRANDS INC   ,12212,226785,4041935.15,106041.59999999999,541.5067294006989
1392,CONSTELLATION BRANDS INC   ,12218,1232,8818.68,298.97999999999996,1.5267563103180348
1392,CONSTELLATION BRANDS INC   ,12256,10,133.9,108.35999999999999,0.5533457548533757
1392,CONSTELLATION BRANDS INC   ,12257,3,38.97,112.68,0.575406050727929
1392,CONSTELLATION BRANDS INC   ,12258,36,431.64,271.08,1.3842835661282125
1392,CONSTELLATION BRANDS INC   ,12259,166,2136.34,430.79999999999995,2.1999017274901647
1392,CONSTELLATION BRANDS INC   ,12443,11927,104080.73,9406.800000000001,48.03629426683956
1392,CONSTELLATION BRANDS INC   ,12592,32,902.68,325.98,1.6646331595339925
1392,CONSTELLATION BRANDS INC   ,12593,612,17444.879999999997,2065.71,10.548651340514644
1392,CONSTELLATION BRANDS INC   ,12607,67,1919.33,1028.16,5.250350418143659
1392,CONSTELLATION BRANDS INC   ,12684,3762,58099.38,7547.28,38.54056246483744
1392,CONSTELLATION BRANDS INC   ,12803,1911,34845.89,3498.75,17.86654171090115
1392,CONSTELLATION BRANDS INC   ,13242,12,141.88,179.52,0.916727850786988
1392,CONSTELLATION BRANDS INC   ,13461,72047,731245.53,25536.84,130.40514956044555
1392,CONSTELLATION BRANDS INC   ,13693,3132,36019.68,4631.38,23.65037340451114
1392,CONSTELLATION BRANDS INC   ,13731,13488,250801.12,14396.4,73.5159360019485
1392,CONSTELLATION BRANDS INC   ,13836,8591,160694.09,10172.039999999999,51.944030566618046
1392,CONSTELLATION BRANDS INC   ,13854,18361,310289.38999999996,18829.14,96.15194432022786
1392,CONSTELLATION BRANDS INC   ,13899,1400,23438.0,5893.799999999999,30.09698421885221
1392,CONSTELLATION BRANDS INC   ,13940,370335,6709090.649999999,124490.84999999999,635.7187464524583
1392,CONSTELLATION BRANDS INC   ,14704,7714,48664.86,3679.96,18.79189963113906
1392,CONSTELLATION BRANDS INC   ,14705,1,13.99,114.96000000000001,0.5870489846617208
1392,CONSTELLATION BRANDS INC   ,14818,33560,515187.8,45892.21,234.3508636428538
1392,CONSTELLATION BRANDS INC   ,14895,177686,1419214.64,33212.35,169.60052492805937
