VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,ProfitMargin
1392,CONSTELLATION BRANDS INC   ,14705,1,13.99,12,114.96000000000001,0.5870489846617208,-101.55704898466173,-725.9260113271032
1392,CONSTELLATION BRANDS INC   ,14818,33560,515187.8,4277,45892.21,234.3508636428538,469061.2391363571,91.0466511699922
1392,CONSTELLATION BRANDS INC   ,14895,177686,1419214.64,6449,33212.35,169.60052492805937,1385832.6894750718,97.64785751329848
1392,CONSTELLATION BRANDS INC   ,15228,5651,172656.49,1001,20700.68,105.70905685288093,151850.10094314712,87.94925747833001
1392,CONSTELLATION BRANDS INC   ,15229,41458,1773561.5,2937,76685.06999999999,391.59614198167174,1696484.8338580183,95.6541306212397
1392,CONSTELLATION BRANDS INC   ,15321,31810,298615.9,3465,20755.35,105.98823193979338,277754.56176806026,93.01398946541703
1392,CONSTELLATION BRANDS INC   ,15327,2,11.98,24,94.56,0.4828753652541086,-83.0628753652541,-693.3462050522045
1392,CONSTELLATION BRANDS INC   ,15328,32,366.68,42,316.26,1.6149974938162477,48.80500250618377,13.309971230005392
1392,CONSTELLATION BRANDS INC   ,15329,169,1104.31,72,295.2,1.507453551427801,807.6025464485721,73.13186935267925
1392,CONSTELLATION BRANDS INC   ,15330,5,69.95,12,113.39999999999999,0.5790827667070211,-44.029082766707006,-62.943649416307366
1392,CONSTELLATION BRANDS INC   ,15428,273281,3219951.19,12807,101687.58,519.2727086961336,3117744.3372913036,96.82582602413
1392,CONSTELLATION BRANDS INC   ,15748,2556,23916.44,690,3753.6,19.167945971000655,20143.672054029,84.22521100142413
1392,CONSTELLATION BRANDS INC   ,15812,26,181.74,26,118.04,0.602777158572282,63.09722284142772,34.718401475419675
1392,CONSTELLATION BRANDS INC   ,15888,678,5057.22,130,526.5,2.6885985597111692,4528.031401440289,89.5359782932182
1392,CONSTELLATION BRANDS INC   ,15889,105506,1065149.94,4656,27703.2,141.46777515553745,1037305.2722248444,97.3858452477446
1392,CONSTELLATION BRANDS INC   ,15892,184187,965806.13,8451,28479.87,145.43387932148403,937180.8261206786,97.03612319386279
1392,CONSTELLATION BRANDS INC   ,15911,20757,193081.43,2394,14148.54,72.25022652614601,178860.63977347384,92.63482240289699
1392,CONSTELLATION BRANDS INC   ,15915,101,538.99,60,178.2,0.9099872048253188,359.8800127951747,66.76933019075952
1392,CONSTELLATION BRANDS INC   ,15916,35964,271246.36,2909,13294.130000000001,67.88713916545689,257884.34286083453,95.07384462627795
1392,CONSTELLATION BRANDS INC   ,15917,31659,237616.41,3020,14073.2,71.86549905133377,223471.34450094865,94.04710074567183
1392,CONSTELLATION BRANDS INC   ,16232,3464,30057.36,531,2793.06,14.262900461893409,27250.037099538105,90.66011485885024
1392,CONSTELLATION BRANDS INC   ,16260,371622,4520814.78,15976,121098.08,618.3933969074795,4399098.306603093,97.3076429953428
1392,CONSTELLATION BRANDS INC   ,16261,40455,513678.45,4068,35472.96000000001,181.1444428579144,478024.34555714205,93.05906166730219
1392,CONSTELLATION BRANDS INC   ,16262,619456,7617769.44,19580,140584.4,717.9012637376238,7476467.138736262,98.14509611538286
1392,CONSTELLATION BRANDS INC   ,16326,241723,1024457.77,9897,26128.08,133.42434616527677,998196.2656538348,97.43654593530339
1392,CONSTELLATION BRANDS INC   ,16327,144359,615617.41,6551,17098.11,87.31235312399458,598431.987646876,97.20842489605289
1392,CONSTELLATION BRANDS INC   ,16328,341046,1444758.54,12427,34174.25,174.51251534512713,1410409.777484655,97.62252573254592
1392,CONSTELLATION BRANDS INC   ,16424,12,161.88,18,131.04,0.66916230819478,30.170837691805225,18.637779646531524
1392,CONSTELLATION BRANDS INC   ,16822,4,33.96,26,121.94,0.6226927034590313,-88.60269270345903,-260.90309983350716
1392,CONSTELLATION BRANDS INC   ,16826,15661,114778.39,1636,7672.84,39.18174087919136,107066.3682591208,93.28094622961763
1392,CONSTELLATION BRANDS INC   ,16851,4576,17343.04,352,894.08,4.565664198037156,16444.39433580196,94.81840747528668
1392,CONSTELLATION BRANDS INC   ,16916,10,85.9,12,61.800000000000004,0.31558478820541364,23.784415211794588,27.688492679621174
1392,CONSTELLATION BRANDS INC   ,16948,5256,33063.44,937,3644.93,18.61301718565628,29399.896982814345,88.91965561603493
1392,CONSTELLATION BRANDS INC   ,16950,2,11.98,24,96.47999999999999,0.49267994119835445,-84.99267994119835,-709.4547574390513
1392,CONSTELLATION BRANDS INC   ,17033,8,119.92,4,39.44,0.20140233085471704,80.27859766914528,66.94346036453075
1392,CONSTELLATION BRANDS INC   ,17129,892,3826.68,122,341.59999999999997,1.744397470080409,3483.3356025299195,91.02761669462615
1392,CONSTELLATION BRANDS INC   ,17297,11152,108058.48,1698,9984.24,50.985020482071505,98023.25497951792,90.71315363636239
1392,CONSTELLATION BRANDS INC   ,17748,270737,1149882.6300000001,11011,30280.25,154.6276097582035,1119447.752390242,97.35321877070548
1392,CONSTELLATION BRANDS INC   ,17814,12863,460921.37,1931,45648.840000000004,233.10808257642097,415039.42191742355,90.0456019032972
1392,CONSTELLATION BRANDS INC   ,17906,16907,263037.93,2157,22842.63,116.64703156318168,240078.6529684368,91.27149569966461
1392,CONSTELLATION BRANDS INC   ,17908,62,395.38,60,239.4,1.2225080630481557,154.75749193695182,39.141456810398054
1392,CONSTELLATION BRANDS INC   ,17909,262,7857.38,202,4037.98,20.620146651742655,3798.7798533482573,48.34664803469168
1392,CONSTELLATION BRANDS INC   ,17910,25186,259916.14,2098,13783.86,70.3879698827358,246061.8920301173,94.66972386944391
1392,CONSTELLATION BRANDS INC   ,17911,17,101.83,17,70.21,0.35853087346119883,31.261469126538806,30.69966525241953
1392,CONSTELLATION BRANDS INC   ,17912,3683,35248.17,697,4293.52,21.92507443132213,30932.724925568677,87.75696702997256
1392,CONSTELLATION BRANDS INC   ,17914,1350,12660.5,396,2455.2000000000003,12.537601488704395,10192.762398511295,80.50837169551988
1392,CONSTELLATION BRANDS INC   ,17915,3493,32518.07,928,5382.4,27.485494563702563,27108.184505436297,83.3634484009546
1392,CONSTELLATION BRANDS INC   ,18000,20,79.80000000000001,12,33.0,0.16851614904172574,46.63148385095828,58.43544342225348
1392,CONSTELLATION BRANDS INC   ,18002,18,125.82000000000001,18,82.26,0.4200648006112836,43.13993519938872,34.2870252737154
1392,CONSTELLATION BRANDS INC   ,18102,597,30694.030000000002,230,7930.4,40.49698388971217,22723.133016110292,74.03111620113191
1392,CONSTELLATION BRANDS INC   ,18109,19245,124900.05,1265,5515.400000000001,28.16466570984043,119356.48533429016,95.56159932225019
1392,CONSTELLATION BRANDS INC   ,18110,49,1907.51,48,1246.56,6.365620931801624,654.5843790681985,34.31617024645735
1392,CONSTELLATION BRANDS INC   ,18300,140,978.6,36,171.35999999999999,0.8750584030239429,806.3649415969761,82.39985097046558
1392,CONSTELLATION BRANDS INC   ,18419,3,50.97,3,23.82,0.12163802030830022,27.0283619796917,53.027981125547775
1392,CONSTELLATION BRANDS INC   ,18448,19,1139.81,34,939.08,4.7954589467304185,195.9345410532695,17.190105460846063
1392,CONSTELLATION BRANDS INC   ,18449,19733,167874.67,2439,11048.67,56.42058546766193,156769.57941453235,93.38489208320252
1392,CONSTELLATION BRANDS INC   ,18684,10,1462.9,8,726.96,3.7122575668900892,732.2277424331099,50.05316442908674
1392,CONSTELLATION BRANDS INC   ,18758,9540,106394.6,1873,12399.26,63.317440792942676,93932.02255920706,88.28645679311455
1392,CONSTELLATION BRANDS INC   ,18817,1519,20271.81,565,4858.999999999999,24.812726308901368,15387.9972736911,75.90835388498165
1392,CONSTELLATION BRANDS INC   ,18900,933,8509.67,404,2387.64,12.192602972666242,6109.837397027334,71.7987583187989
1392,CONSTELLATION BRANDS INC   ,18901,2265,20646.35,565,3429.55,17.51316845291062,17199.286831547088,83.3042490878392
1392,CONSTELLATION BRANDS INC   ,18962,12,131.88,12,89.16,0.4552999954109171,42.26470000458908,32.04784653062563
1392,CONSTELLATION BRANDS INC   ,19105,3,17.97,24,95.28,0.4865520812332009,-77.7965520812332,-432.9246081315148
1392,CONSTELLATION BRANDS INC   ,19108,16,176.84,16,113.44,0.5792870287058596,62.82071297129415,35.52404035924799
1392,CONSTELLATION BRANDS INC   ,19109,12,123.88,24,160.8,0.8211332353305909,-37.74113323533061,-30.46588088095787
1392,CONSTELLATION BRANDS INC   ,19243,672,4361.28,244,1085.8000000000002,5.5446919584698735,3269.93530804153,74.97650478853754
1392,CONSTELLATION BRANDS INC   ,19245,36,359.64,47,314.90000000000003,1.6080525858557406,43.131947414144214,11.993089593522472
1392,CONSTELLATION BRANDS INC   ,19246,138,1378.62,108,709.5600000000001,3.623403597395361,665.4365964026044,48.26831152910915
1392,CONSTELLATION BRANDS INC   ,19337,4,167.96,12,335.88,1.7151880042465102,-169.6351880042465,-100.99737318661971
1392,CONSTELLATION BRANDS INC   ,19458,7817,64205.83,1305,6955.650000000001,35.519374305517566,57214.66062569448,89.11131687838079
1392,CONSTELLATION BRANDS INC   ,19484,22,217.78,36,208.79999999999998,1.0662476339367373,7.913752366063281,3.6338288024902563
1392,CONSTELLATION BRANDS INC   ,19485,21,3569.79,28,3282.44,16.76194388668249,270.5880561133174,7.5799432491355905
1392,CONSTELLATION BRANDS INC   ,19486,4151,79246.48999999999,819,9631.44,49.18342965231633,69565.86657034767,87.78416125477315
1392,CONSTELLATION BRANDS INC   ,19748,2768688,42233851.32,47153,433807.6,2215.260187182828,41797828.45981281,98.96759862868413
1392,CONSTELLATION BRANDS INC   ,19762,21,155.79,48,196.79999999999998,1.0049690342852005,-42.014969034285194,-26.9689768497883
1392,CONSTELLATION BRANDS INC   ,19790,12,107.88,12,72.36,0.36950995589876584,35.15049004410123,32.5829533223037
1392,CONSTELLATION BRANDS INC   ,19860,40,196.60000000000002,60,175.8,0.8977314848950116,19.902268515105,10.123229153156153
1392,CONSTELLATION BRANDS INC   ,19861,2,9.98,24,81.36,0.41546890563741834,-71.79546890563742,-719.393476008391
1392,CONSTELLATION BRANDS INC   ,19862,8,39.92,24,82.08,0.41914562161651053,-42.579145621616505,-106.66118642689506
1392,CONSTELLATION BRANDS INC   ,19863,2,9.98,24,77.28,0.3946341817558959,-67.69463418175589,-678.3029477129849
1392,CONSTELLATION BRANDS INC   ,19908,5493,78157.07,863,8267.54,42.2186061469221,69847.31139385307,89.36787342956059
1392,CONSTELLATION BRANDS INC   ,19995,1116,20076.84,126,1552.32,7.926999650922777,18516.59300034908,92.22862263358715
1392,CONSTELLATION BRANDS INC   ,20096,763,7769.37,407,2393.16,12.22079112850595,5363.989208871494,69.0402080074896
1392,CONSTELLATION BRANDS INC   ,20097,14,139.86,24,156.72,0.8002985114490684,-17.660298511449053,-12.627126062812135
1392,CONSTELLATION BRANDS INC   ,20098,419,4283.81,299,1758.1200000000001,8.977927634946631,2516.7120723650537,58.74938599903015
1392,CONSTELLATION BRANDS INC   ,20180,3965,56124.35,1011,9756.150000000001,49.820267499194934,46318.379732500805,82.5281357066956
1392,CONSTELLATION BRANDS INC   ,20181,4449,31098.51,359,1672.94,8.54295170842014,29417.02704829158,94.59304335896346
1392,CONSTELLATION BRANDS INC   ,20454,16,1679.84,7,474.17999999999995,2.4214238652304694,1203.2385761347693,71.62816554759796
1392,CONSTELLATION BRANDS INC   ,21017,261,5479.389999999999,96,913.92,4.66697814946103,4560.803021850538,83.23559779191733
1392,CONSTELLATION BRANDS INC   ,21019,418816,7644266.84,12647,134817.02,688.4498495661005,7508761.370150434,98.22735819293344
1392,CONSTELLATION BRANDS INC   ,21102,162,1294.3799999999999,78,412.62,2.107064649018087,879.6529353509818,67.95940414337227
1392,CONSTELLATION BRANDS INC   ,21293,60,419.40000000000003,48,222.24,1.1348796655464584,196.02512033445356,46.73941829624548
1392,CONSTELLATION BRANDS INC   ,21321,13305,85964.95,1639,6670.7300000000005,34.064416087791244,79260.15558391222,92.20054869328979
1392,CONSTELLATION BRANDS INC   ,21323,3922,36732.78,306,1884.96,9.625642433263375,34838.19435756674,94.84224814339329
1392,CONSTELLATION BRANDS INC   ,21324,11,98.89,48,297.6,1.5197092713581084,-200.22970927135813,-202.4772062608536
1392,CONSTELLATION BRANDS INC   ,21325,114,3337.8599999999997,114,2121.54,10.83375002539342,1205.4862499746064,36.115542592397716
1392,CONSTELLATION BRANDS INC   ,21326,14161,376658.38999999996,1497,24296.309999999998,124.07032112496881,352238.009678875,93.51657072576427
1392,CONSTELLATION BRANDS INC   ,21632,3151,31099.49,674,4974.12,25.400592341558443,26099.969407658446,83.92410746175723
1392,CONSTELLATION BRANDS INC   ,21633,36,395.64,48,340.32,1.7378610861175787,53.58213891388242,13.543155119270654
1392,CONSTELLATION BRANDS INC   ,21634,24,1079.76,24,729.5999999999999,3.7257388588134264,346.43426114118665,32.08437626335358
1392,CONSTELLATION BRANDS INC   ,21635,51,2192.4900000000002,24,674.4000000000001,3.4438573004163593,1514.6461426995838,69.08337747034575
1392,CONSTELLATION BRANDS INC   ,21775,51,560.49,83,595.9399999999999,3.0431973896947278,-38.49319738969466,-6.867775944208577
1392,CONSTELLATION BRANDS INC   ,21834,55160,875883.4,3711,39039.72,199.35828103234064,836644.3217189678,95.52005686133197
1392,CONSTELLATION BRANDS INC   ,21861,1690,17962.1,536,3548.3199999999997,18.119673392961705,14395.660326607038,80.14463969472968
1392,CONSTELLATION BRANDS INC   ,21951,36659,467734.41000000003,4076,33708.52,172.13424182715127,433853.7557581729,92.75643324128598
1392,CONSTELLATION BRANDS INC   ,21957,34782,256465.18,2638,12715.16,64.93059992876937,243685.0894000712,95.01683207056459
1392,CONSTELLATION BRANDS INC   ,22000,23050,253319.5,460,3371.8,17.2182651920876,249930.48173480792,98.66215657886896
1392,CONSTELLATION BRANDS INC   ,22143,349932,5990685.68,15105,158904.6,811.4542805156307,5830969.625719485,97.3339269857918
1392,CONSTELLATION BRANDS INC   ,22264,316,15796.84,204,6754.44,34.49188538586042,9007.908114614142,57.02348137104726
1392,CONSTELLATION BRANDS INC   ,22326,2733,55766.67,861,11554.619999999999,59.00424442546984,44153.04575557453,79.17461407606825
1392,CONSTELLATION BRANDS INC   ,22327,153,2125.47,99,1468.17,7.497283470866378,649.8027165291334,30.57218951710132
1392,CONSTELLATION BRANDS INC   ,22508,1886,56561.14,501,10360.68,52.90733015314021,46147.55266984686,81.58879518667209
1392,CONSTELLATION BRANDS INC   ,22811,48,239.52,24,79.92,0.40811547367923395,159.1918845263208,66.46287764124949
1392,CONSTELLATION BRANDS INC   ,22899,163503,2020435.17,11344,74076.32,378.27442974492635,1945980.5755702548,96.31492286734719
1392,CONSTELLATION BRANDS INC   ,22914,15605,479790.95,1511,30008.46,153.2397005415959,449629.2502994584,93.71357469319885
1392,CONSTELLATION BRANDS INC   ,23182,26,607.74,36,541.0799999999999,2.763052058287786,63.8969479417123,10.513862497402227
1392,CONSTELLATION BRANDS INC   ,23211,5810,71205.9,1193,9866.109999999999,50.38178373400183,61289.40821626599,86.07349702238999
1392,CONSTELLATION BRANDS INC   ,23212,49063,650486.37,4616,36881.84,188.33895898100243,613416.191041019,94.3011597677318
1392,CONSTELLATION BRANDS INC   ,23649,14802,185948.98,3253,25666.17,131.06557966818997,160151.74442033182,86.12671304802629
1392,CONSTELLATION BRANDS INC   ,23650,6664,81474.36,2230,17817.7,90.98697541759869,63565.67302458241,78.01923577501242
1392,CONSTELLATION BRANDS INC   ,23665,6145,46328.55,399,2070.81,10.574694745366548,44247.16530525464,95.50733900641102
1392,CONSTELLATION BRANDS INC   ,23666,18010,137644.9,435,2331.6000000000004,11.90643191229357,135301.3935680877,98.29742588943556
1392,CONSTELLATION BRANDS INC   ,23692,13160,266628.39999999997,2118,26813.88,136.9264181353621,239677.5935818646,89.89199709478234
1392,CONSTELLATION BRANDS INC   ,23959,240,9357.6,227,6020.04,30.74163508718638,3306.818364912814,35.338317142352885
1392,CONSTELLATION BRANDS INC   ,24139,5911,86839.89,892,10168.800000000001,51.92748534471214,76619.16251465528,88.23037720874046
1392,CONSTELLATION BRANDS INC   ,24208,19714,202379.86000000002,1245,7557.150000000001,38.59096411305084,194784.11903588698,96.2467900886417
1392,CONSTELLATION BRANDS INC   ,24453,20877,489142.23,2530,39037.9,199.34898711139348,449904.98101288854,91.97835586857602
1392,CONSTELLATION BRANDS INC   ,24455,250174,5060674.34,12258,143541.18000000002,733.0002085607631,4916400.15979144,97.14911155084205
1392,CONSTELLATION BRANDS INC   ,24456,49495,771420.88,4330,35549.3,181.53427688269758,735690.0457231173,95.36817900535921
1392,CONSTELLATION BRANDS INC   ,24458,1593,63935.07,421,11164.92,57.01422190178619,52713.135778098214,82.44792064527061
1392,CONSTELLATION BRANDS INC   ,24567,2932,42398.68,828,7518.240000000001,38.392268253680726,34842.04773174632,82.17719922352848
1392,CONSTELLATION BRANDS INC   ,24568,12,107.88,12,73.44,0.37502502986740416,34.064974970132596,31.576728745024656
1392,CONSTELLATION BRANDS INC   ,24587,301,1480.99,99,446.48999999999995,2.280023496534549,1032.2199765034654,69.69797071576888
1392,CONSTELLATION BRANDS INC   ,24592,171344,1367631.06,7328,34368.32,175.50354349799161,1333087.236456502,97.47418550559256
1392,CONSTELLATION BRANDS INC   ,24612,100095,1216513.55,7791,45343.62,231.54946139428412,1170938.3805386056,96.2536241818766
1392,CONSTELLATION BRANDS INC   ,24846,28183,546019.1699999999,2970,36382.5,185.78905431850262,509450.8809456814,93.3027463020541
1392,CONSTELLATION BRANDS INC   ,25021,139175,1544506.25,8166,59448.479999999996,303.57663381769845,1484754.1933661823,96.13131661760399
1392,CONSTELLATION BRANDS INC   ,25133,38,265.62,36,167.76,0.8566748231284821,97.00332517687153,36.51958631762349
1392,CONSTELLATION BRANDS INC   ,25269,692092,5814549.43,22961,106079.81999999999,541.7019017405889,5707927.908098259,98.16629778136152
1392,CONSTELLATION BRANDS INC   ,25519,8233,99974.67,2376,22762.08,116.23569896302074,77096.35430103698,77.11588775540542
1392,CONSTELLATION BRANDS INC   ,25520,9986,115198.14,2137,15450.51,78.8988013918386,99668.73119860816,86.51939275982075
1392,CONSTELLATION BRANDS INC   ,25565,15316,63680.840000000004,1986,6792.12,34.684300188766244,56854.03569981123,89.27965727181241
1392,CONSTELLATION BRANDS INC   ,25765,4,735.96,2,242.1,1.2362957479697516,492.6237042520303,66.93620634980573
1392,CONSTELLATION BRANDS INC   ,25766,2,91.98,6,179.16,0.9148894927974418,-88.09488949279744,-95.77613556512006
1392,CONSTELLATION BRANDS INC   ,25767,9,1139.91,3,199.98,1.0212078631928578,938.9087921368072,82.36692301469476
1392,CONSTELLATION BRANDS INC   ,25768,1,103.99,1,71.23,0.3637395544315795,32.39626044556841,31.153245932847785
1392,CONSTELLATION BRANDS INC   ,25769,1,123.99,1,83.78,0.42782675656714486,39.78217324343285,32.08498527577454
1392,CONSTELLATION BRANDS INC   ,25770,12,2399.88,12,1578.84,8.062425356152675,812.9775746438476,33.87575939813022
1392,CONSTELLATION BRANDS INC   ,25875,18025,222438.75,2065,19968.55,101.97039842264098,202368.22960157736,90.97705755025929
1392,CONSTELLATION BRANDS INC   ,25876,20151,251051.49,2026,19976.359999999997,102.01028057791417,230973.1197194221,92.00228993638798
1392,CONSTELLATION BRANDS INC   ,25877,21894,265155.06,3372,32607.239999999998,166.51050047513093,232381.30949952488,87.63977934251938
1392,CONSTELLATION BRANDS INC   ,25915,78,506.21999999999997,27,118.52999999999999,0.6052793680580529,387.08472063194193,76.46571068546126
1392,CONSTELLATION BRANDS INC   ,25917,371,3815.29,192,1165.44,5.951377598157237,2643.8986224018427,69.29744848758136
1392,CONSTELLATION BRANDS INC   ,25918,5754,60134.46,723,4251.24,21.70916949854988,55861.51083050145,92.89434183079294
1392,CONSTELLATION BRANDS INC   ,25919,97,992.03,68,399.84000000000003,2.0418029403892004,590.1481970596108,59.488946610446334
1392,CONSTELLATION BRANDS INC   ,26087,4748,56928.520000000004,849,6783.509999999999,34.640332793516265,50110.36966720648,88.02331356446027
1392,CONSTELLATION BRANDS INC   ,26088,834,41691.66,490,16664.899999999998,85.10014461107438,24941.65985538893,59.82409876552991
1392,CONSTELLATION BRANDS INC   ,26092,579954,4754114.46,20960,100398.40000000001,512.6894466045696,4653203.370553395,97.8773946169019
1392,CONSTELLATION BRANDS INC   ,26134,9817,92901.83,1665,10106.550000000001,51.609602609019795,82743.67039739098,89.06570559201145
1392,CONSTELLATION BRANDS INC   ,26143,26966,227073.75,4419,20548.350000000002,104.9311760958044,206420.4688239042,90.90459325391166
1392,CONSTELLATION BRANDS INC   ,26175,5758,64744.42,1208,9156.640000000001,46.758839726103865,55541.02116027389,85.78503160623556
1392,CONSTELLATION BRANDS INC   ,26402,1,45.99,6,201.29999999999998,1.0279485091545268,-156.3379485091545,-339.93900523843115
1392,CONSTELLATION BRANDS INC   ,26403,1801,25210.99,1558,15361.88,78.44620786791229,9770.66379213209,38.7555736293263
1392,CONSTELLATION BRANDS INC   ,26405,12,155.88,36,301.68,1.5405439952396307,-147.34054399523964,-94.52177572186274
1392,CONSTELLATION BRANDS INC   ,26456,107233,782093.87,9690,43605.0,222.67111148377123,738266.1988885162,94.39611115843628
1392,CONSTELLATION BRANDS INC   ,26462,8051,138170.49,1895,20466.000000000004,104.51065170569574,117599.97934829429,85.11222573524513
1392,CONSTELLATION BRANDS INC   ,26463,553480,4178764.6,21641,100630.65000000001,513.8754428353254,4077620.0745571647,97.57955914906441
1392,CONSTELLATION BRANDS INC   ,26632,2487,20918.13,587,2711.94,13.848657128249021,18192.341342871754,86.96925271461528
1392,CONSTELLATION BRANDS INC   ,26684,20939,211436.61000000002,2603,23322.88,119.09945218673589,187994.63054781329,88.91299881690937
1392,CONSTELLATION BRANDS INC   ,26817,97033,740180.67,9532,52140.04,266.25571974792547,687774.374280252,92.91979676803123
1392,CONSTELLATION BRANDS INC   ,26818,5683,98040.17,1219,12738.55,65.05004213259015,85236.56995786741,86.94045507863503
1392,CONSTELLATION BRANDS INC   ,26821,47261,453396.39,4822,23772.46,121.39525492268069,429502.5347450773,94.73002966456731
1392,CONSTELLATION BRANDS INC   ,27212,499,28585.010000000002,241,8309.68,42.43379616269841,20232.896203837303,70.78149073181119
1392,CONSTELLATION BRANDS INC   ,27259,2879,72411.20999999999,1516,30714.16,156.84339285610335,41540.20660714388,57.367093585570366
1392,CONSTELLATION BRANDS INC   ,27333,16,98.84,36,144.71999999999997,0.7390199117975316,-46.6190199117975,-47.166147219544214
1392,CONSTELLATION BRANDS INC   ,27514,13895,246995.05,1964,21525.440000000002,109.92073500693105,225359.68926499307,91.24056909844674
1392,CONSTELLATION BRANDS INC   ,27515,43821,617521.79,3674,32919.04,168.1027227560767,584434.6472772439,94.64194733553352
1392,CONSTELLATION BRANDS INC   ,27807,2499,15071.01,576,1941.12,9.912426279632564,13119.977573720367,87.05440162086262
1392,CONSTELLATION BRANDS INC   ,27808,43867,350847.33,6205,28170.7,143.85508726696193,322532.77491273306,91.92966493794695
1392,CONSTELLATION BRANDS INC   ,27831,51086,614623.14,4747,32469.48,165.8070221511313,581987.8529778488,94.69019552011153
1392,CONSTELLATION BRANDS INC   ,27835,80657,1336976.43,5365,49036.100000000006,250.4052950310596,1287689.9247049687,96.31358457867269
1392,CONSTELLATION BRANDS INC   ,27867,152246,1217286.54,6826,32218.72,164.52650368041301,1184903.2934963196,97.33971867431636
1392,CONSTELLATION BRANDS INC   ,27911,1623,26326.77,501,5200.38,26.556000337988173,21099.833999662013,80.14592750900324
1392,CONSTELLATION BRANDS INC   ,28258,85060,687731.4,3713,19901.68,101.62892342608279,667728.0910765739,97.09140677255306
1392,CONSTELLATION BRANDS INC   ,28260,246887,1999439.13,8024,41644.56,212.66002665869968,1957581.909973341,97.90655192255545
1392,CONSTELLATION BRANDS INC   ,28262,71078,576003.22,3950,20342.5,103.87999278428198,555556.8400072157,96.45030109505565
1392,CONSTELLATION BRANDS INC   ,28266,9803,79441.97,842,4513.120000000001,23.04647280494525,74905.80352719506,94.2899622544545
1392,CONSTELLATION BRANDS INC   ,28579,203270,1181293.94,13731,44488.44,227.18244199011735,1136578.3175580099,96.21469128657428
1392,CONSTELLATION BRANDS INC   ,28639,3,32.97,24,170.16,0.8689305430587894,-138.05893054305878,-418.74106928437607
1392,CONSTELLATION BRANDS INC   ,28658,186458,1538062.84,12507,56656.71,289.32032080526767,1481116.8096791948,96.29754852403785
1392,CONSTELLATION BRANDS INC   ,28947,2119049,21251986.51,36313,214609.83000000002,1095.915821154528,21036280.76417885,98.98500902153475
1392,CONSTELLATION BRANDS INC   ,29201,36,341.64,24,153.84,0.7855916475326996,187.01440835246729,54.7401968014481
1392,CONSTELLATION BRANDS INC   ,29202,108,592.92,95,341.05,1.7415888675963807,250.12841113240356,42.185861690009375
1392,CONSTELLATION BRANDS INC   ,29203,12,113.88,18,117.72,0.6011430625815742,-4.4411430625815775,-3.899844628188951
1392,CONSTELLATION BRANDS INC   ,29204,18,98.82000000000001,25,88.50000000000001,0.4519296724300827,9.86807032756991,9.985903994707458
1392,CONSTELLATION BRANDS INC   ,29205,3,28.47,12,76.92,0.3927958237663498,-48.84279582376635,-171.55881919131141
1392,CONSTELLATION BRANDS INC   ,29207,21,178.29,20,115.6,0.5903171766431362,62.099682823356865,34.830715588847866
1392,CONSTELLATION BRANDS INC   ,29212,146463,1233231.95,10761,49392.99,252.227771650196,1183586.7322283497,95.97438115581984
1392,CONSTELLATION BRANDS INC   ,29248,1361989,14523692.11,34803,227263.59,1160.5328789150803,14295267.987121085,98.42723102948706
1392,CONSTELLATION BRANDS INC   ,29407,12093,193108.07,2015,20814.95,106.29258231806268,172186.82741768192,89.16604439041927
1392,CONSTELLATION BRANDS INC   ,29477,21813,193277.87,2249,10682.75,54.55199670228774,182540.5680032977,94.44462938426304
1392,CONSTELLATION BRANDS INC   ,29996,38240,654876.6,3591,36340.92,185.57672397071002,618350.1032760292,94.42238480898986
1392,CONSTELLATION BRANDS INC   ,31231,362735,3906779.65,14753,95746.97,488.9366868731406,3810543.7433131267,97.53669478935488
1392,CONSTELLATION BRANDS INC   ,32296,568,9707.32,167,1733.46,8.852000112662724,7965.007999887337,82.05156520942276
1392,CONSTELLATION BRANDS INC   ,32514,4,69.96,24,249.12,1.2721437287659003,-180.43214372876594,-257.9075810874299
1392,CONSTELLATION BRANDS INC   ,32675,213417,1737387.83,13055,59661.350000000006,304.6636651100171,1677421.81633489,96.5484958148285
1392,CONSTELLATION BRANDS INC   ,32915,1509266,23089436.34,30842,308111.58,1573.3871799018668,22779751.372820098,98.65875908523844
1392,CONSTELLATION BRANDS INC   ,32968,56488,633014.12,3571,24282.8,124.00133163486113,608607.3186683651,96.14435119841642
1392,CONSTELLATION BRANDS INC   ,32969,11121,120537.79000000001,1503,10355.669999999998,52.881746337785685,110129.23825366222,91.36490577242391
1392,CONSTELLATION BRANDS INC   ,33672,7124,80897.76,1125,8077.5,41.24815739044059,72779.01184260956,89.96418670011329
1392,CONSTELLATION BRANDS INC   ,33682,36875,679520.25,2858,31095.04,158.78837560904313,648266.4216243909,95.4006038266543
1392,CONSTELLATION BRANDS INC   ,33683,28501,523805.99,2669,27704.22,141.47298383650784,495960.29701616353,94.68396820283853
1392,CONSTELLATION BRANDS INC   ,33684,5484,100522.15999999999,878,9060.960000000001,46.27024502488228,91414.9297549751,90.94007704865784
1392,CONSTELLATION BRANDS INC   ,34219,7009,120249.90999999999,1249,13963.82,71.30694461551002,106214.78305538448,88.32836802570952
1392,CONSTELLATION BRANDS INC   ,34746,108,1234.92,36,278.64,1.4228890839086805,954.8571109160914,77.32137392835904
