VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,ProfitMargin
10754,PERFECTA WINES             ,39471,62,1893.3799999999999,65,1290.8999999999999,6.544048937535102,595.9359510624649,31.474714587798804
10754,PERFECTA WINES             ,39472,725,20189.75,314,5670.839999999999,28.747582676374282,14490.162417323625,71.76989520585259
10754,PERFECTA WINES             ,39473,33,914.67,50,924.5,4.686631995314279,-14.51663199531432,-1.5870895509106366
10754,PERFECTA WINES             ,39574,460,16539.4,306,5064.3,25.67280737033002,11449.427192629671,69.2251665273811
10754,PERFECTA WINES             ,39575,438,20275.62,319,9764.59,49.50031359126647,10461.529686408732,51.59659574606711
10754,PERFECTA WINES             ,39718,258,16989.42,71,2877.63,14.587769419876937,14097.20223058012,82.97635958484823
10754,PERFECTA WINES             ,39736,57,2714.43,87,2783.1299999999997,14.108714013108736,-82.80871401310856,-3.050685190375458
10754,PERFECTA WINES             ,39774,2080,57789.2,586,10612.46,53.79847981070088,47122.9415201893,81.54281685884092
10754,PERFECTA WINES             ,40786,9307,139511.93,1195,11711.0,59.367384853570066,127741.56261514642,91.56318217026059
10754,PERFECTA WINES             ,40837,393,11786.07,332,6550.36,33.20619443680567,5202.503805563194,44.1411242726642
10754,PERFECTA WINES             ,41633,8492,119333.08,1168,10044.8,50.920801586298396,109237.3591984137,91.53988080959085
10754,PERFECTA WINES             ,41634,4,127.96,3,64.41,0.3265180820099434,63.22348191799006,49.40878549389658
10754,PERFECTA WINES             ,42399,27620,283655.8,2843,18678.510000000002,94.68826672882392,264882.60173327115,93.38169772423873
10754,PERFECTA WINES             ,42401,13156,134110.44,1578,10178.1,51.59654852515766,123880.74345147485,92.37218478402937
10754,PERFECTA WINES             ,42402,60,671.4,60,387.0,1.9618459515269073,282.43815404847305,42.06704707305229
10754,PERFECTA WINES             ,42403,197,4332.03,341,4514.84,22.887391668712514,-205.69739166871292,-4.748291024501514
10754,PERFECTA WINES             ,42410,17,438.43,17,288.49,1.4624623735297095,148.47753762647028,33.865734011465975
10754,PERFECTA WINES             ,42421,31142,403391.58,4888,37833.12,191.79006022127047,365366.66993977875,90.57369763141281
10754,PERFECTA WINES             ,42422,259886,3473060.14,15280,119795.2,607.2861192050548,3352657.653880795,96.5332449981933
10754,PERFECTA WINES             ,42423,43,1292.57,37,612.35,3.1042283421640877,677.1157716578358,52.38523032855752
10754,PERFECTA WINES             ,42581,11,219.89,48,631.2,3.199785955048538,-414.5097859550486,-188.50779296696012
10754,PERFECTA WINES             ,42733,61,2012.39,47,1069.25,5.420423213617948,937.7195767863822,46.59730851308057
10754,PERFECTA WINES             ,42734,3,74.97,11,183.26,0.9290126332734393,-109.21901263327344,-145.68362362714876
10754,PERFECTA WINES             ,42735,8364,97418.36,984,7970.4,40.40490173656347,89407.55509826344,91.7769043723005
10754,PERFECTA WINES             ,42881,105923,755199.77,9824,38510.08,195.22182051932128,716494.4681794808,94.87482605820718
10754,PERFECTA WINES             ,42933,7,90.93,12,103.19999999999999,0.5231589204071753,-12.793158920407157,-14.069238887503746
10754,PERFECTA WINES             ,42934,3209,38475.909999999996,543,4458.030000000001,22.59940079401938,33995.28059920598,88.35471493515288
10754,PERFECTA WINES             ,42971,21,314.79,21,204.33,1.0358242461899045,109.4241757538101,34.76100757768992
10754,PERFECTA WINES             ,43097,151,5434.49,137,3244.16,16.445845380117653,2173.8841546198823,40.001622132341446
10754,PERFECTA WINES             ,43143,1158,10410.42,329,1983.8700000000001,10.056969839420377,8416.493030160578,80.8468153077453
10754,PERFECTA WINES             ,43223,1866895,17967257.25,38980,231151.4,1171.7918301803018,17734934.05816982,98.70696351369834
10754,PERFECTA WINES             ,43224,10279,145189.21,1857,17084.399999999998,86.60713430042969,128018.20286569957,88.1733586577815
10754,PERFECTA WINES             ,43225,74122,2117052.78,7101,129877.29,658.3959575756746,1986517.094042424,93.83408447863185
10754,PERFECTA WINES             ,43237,146,4042.54,78,1408.6799999999998,7.1411192635579415,2626.7188807364423,64.97694223771299
10754,PERFECTA WINES             ,43323,36,959.64,27,352.89,1.7889297618458149,604.9610702381542,63.040418306672734
10754,PERFECTA WINES             ,43481,139,4711.610000000001,172,3782.2799999999997,19.173774432922976,910.1562255670779,19.317308214539782
10754,PERFECTA WINES             ,43489,9645,121553.55,1182,9515.1,48.23555662370459,111990.21444337629,92.13240949637118
10754,PERFECTA WINES             ,43490,132,1846.68,44,399.52,2.025314456211964,1445.134685543788,78.2558258899099
10754,PERFECTA WINES             ,43539,1,18.99,24,305.76,1.5500103827877705,-288.32001038278776,-1518.272829819841
10754,PERFECTA WINES             ,43553,33889,304662.11,2348,14158.44,71.77436225823418,290431.8956377418,95.3291814455502
10754,PERFECTA WINES             ,43618,3757,49436.43,966,7573.44,38.39256486597401,41824.59743513403,84.6027867205096
10754,PERFECTA WINES             ,43662,2122,65810.78,840,16682.399999999998,84.56924780814593,49043.81075219186,74.52245779823892
10754,PERFECTA WINES             ,43667,24,1199.76,95,3275.6,16.605226353544023,-2092.445226353544,-174.40531659278057
10754,PERFECTA WINES             ,43668,9,449.91,84,2837.52,14.384437013893102,-2401.9944370138933,-533.8833182222874
10754,PERFECTA WINES             ,43729,5,354.95,12,571.6800000000001,2.8980570893253295,-219.6280570893254,-61.87577323265965
10754,PERFECTA WINES             ,43730,12,719.88,12,419.04,2.124268546583554,298.7157314534164,41.49521190384736
10754,PERFECTA WINES             ,43789,566,6220.34,204,1495.3200000000002,7.580329426969549,4717.4396705730305,75.83893598377308
10754,PERFECTA WINES             ,43790,114,1252.86,108,802.4399999999999,4.067864768328815,446.3521352316711,35.626657027255334
10754,PERFECTA WINES             ,43791,84,923.16,60,283.8,1.4386870311197322,637.9213129688802,69.1019230652195
10754,PERFECTA WINES             ,43937,4,951.96,33,5342.700000000001,27.084119806777284,-4417.824119806778,-464.07665446098343
10754,PERFECTA WINES             ,44292,9775,130502.25,1370,11480.6,58.19940214754474,118963.45059785245,91.1581605664672
10754,PERFECTA WINES             ,44493,594,28288.06,380,11806.6,59.85201656666043,16421.60798343334,58.0513756808821
10754,PERFECTA WINES             ,44529,8468,89735.32,994,6848.659999999999,34.718387323990356,82851.94161267602,92.3292429476777
10754,PERFECTA WINES             ,44708,8025,107904.75,1243,9359.789999999999,47.448232864708096,98497.5117671353,91.28190535368952
10754,PERFECTA WINES             ,44756,105,2308.95,62,683.8599999999999,3.4667389467989422,1621.623261053201,70.23206483696923
10754,PERFECTA WINES             ,45016,2,187.98,24,1474.32,7.473872669909948,-1293.8138726699099,-688.2720888764284
10754,PERFECTA WINES             ,45234,30,2879.7,32,1915.5199999999998,9.710478442038298,954.4695215579618,33.144755410562276
10754,PERFECTA WINES             ,45314,2013,26168.87,642,7318.8,37.10170064608561,18812.968299353914,71.89064067097247
10754,PERFECTA WINES             ,45645,48,1391.52,24,427.20000000000005,2.165634600755284,962.1543653992446,69.14412767328135
10754,PERFECTA WINES             ,45647,5859,64931.41,882,5724.179999999999,29.017982839305663,59178.212017160695,91.13957638862406
10754,PERFECTA WINES             ,45822,670048,6349506.5200000005,23851,128079.87,649.284171657862,6220777.365828343,97.9726116704317
10754,PERFECTA WINES             ,45823,9127,97279.73,1232,8205.12,41.594784118326764,89033.01521588168,91.52267920139342
10754,PERFECTA WINES             ,45912,57,1050.4299999999998,72,843.8400000000001,4.277736660817741,202.31226333918195,19.259947196784363
10754,PERFECTA WINES             ,46299,2258,23061.420000000002,627,4069.2299999999996,20.628429977601645,18971.5615700224,82.265366009649
10754,PERFECTA WINES             ,46582,7892,97699.08,1556,10643.039999999999,53.95350112645719,87002.08649887356,89.05108062314768
10754,PERFECTA WINES             ,46599,7529,75761.71,1266,9532.98,48.326196948286764,66180.40380305173,87.35336597214044
10754,PERFECTA WINES             ,46600,51818,520752.82,2967,22489.86,114.0094077297337,498148.9505922703,95.65938607730828
10754,PERFECTA WINES             ,46882,816,11415.84,144,1343.52,6.810799154510157,10065.50920084549,88.17142847872333
10754,PERFECTA WINES             ,46964,4,143.96,12,291.84000000000003,1.4794447609654076,-149.35944476096543,-103.75065626629996
10754,PERFECTA WINES             ,50354,5,229.95000000000002,12,360.71999999999997,1.828622924120894,-132.59862292412086,-57.664110860674434
11567,CAMPARI AMERICA            ,178,23264,664601.36,2257,46855.32,237.1750656478235,617508.8649343522,92.91417413505627
11567,CAMPARI AMERICA            ,222,343,6856.57,188,3006.12,15.21655829786746,3835.2334417021325,55.9351606080319
11567,CAMPARI AMERICA            ,356,713,8675.37,453,4131.36,20.912365537462808,4523.097634462539,52.137230279083646
11567,CAMPARI AMERICA            ,376,110094,3168471.06,4275,81096.75,410.5003872575223,3086963.8096127426,97.42755263204906
11567,CAMPARI AMERICA            ,408,147872,2796661.28,9521,123487.37000000001,625.0757669871227,2672548.8342330125,95.56212092416901
11567,CAMPARI AMERICA            ,652,562,12478.38,606,9944.460000000001,50.33746335169955,2483.5825366482986,19.903084668428903
11567,CAMPARI AMERICA            ,702,4105,67691.45,338,4039.0999999999995,20.445358342619873,63631.90464165738,94.00286837061014
11567,CAMPARI AMERICA            ,1781,2063,109259.37,746,28042.140000000003,141.94538411871815,81075.28461588128,74.2044225734427
11567,CAMPARI AMERICA            ,2308,22,419.78,6,76.08,0.3851063015786982,343.3148936984213,81.78448084673431
11567,CAMPARI AMERICA            ,2471,17,407.83,9,168.66,0.8537332915912623,238.31626670840873,58.43519768246787
11567,CAMPARI AMERICA            ,2942,4628,169235.72,531,14400.72,72.89442717232376,154762.10557282768,91.44765985149452
11567,CAMPARI AMERICA            ,2990,13102,280168.98,1263,20195.37,102.2261336713117,259871.3838663287,92.75523074193606
11567,CAMPARI AMERICA            ,3172,59176,784131.24,5390,55570.9,281.2921105993649,728279.0478894006,92.87718824841114
11567,CAMPARI AMERICA            ,3189,15250,184267.5,2265,22989.750000000004,116.37089375287695,161161.37910624713,87.46055550015447
11567,CAMPARI AMERICA            ,3282,21502,21286.98,6612,5223.4800000000005,26.440523977001824,16037.059476022998,75.3374103608074
11567,CAMPARI AMERICA            ,3371,40,39.6,40,28.4,0.14375682130435108,11.056243178695652,27.9198060068072
11567,CAMPARI AMERICA            ,3375,16839,189776.61000000002,2502,31500.179999999997,159.4494981448906,158116.98050185514,83.3174227855873
11567,CAMPARI AMERICA            ,3386,128178,126896.22,23694,17770.5,89.95178144327362,109035.76821855672,85.92515066134887
11567,CAMPARI AMERICA            ,3412,48586,542647.14,4090,37955.2,192.12390506939806,504499.81609493063,92.97014190380338
11567,CAMPARI AMERICA            ,3515,110255,2240012.4499999997,5821,90225.5,456.7088408660468,2149330.2411591336,95.95170960586107
11567,CAMPARI AMERICA            ,3794,32588,1248900.12,2915,80949.55,409.7552814794941,1167540.8147185205,93.48552346351927
11567,CAMPARI AMERICA            ,3818,178035,5704568.65,6730,146242.9,740.2610719130311,5557585.488928087,97.42341323086868
11567,CAMPARI AMERICA            ,3826,5561271,114700977.28999999,65382,1029112.68,5209.22421270429,113666655.38578728,99.09824490719235
11567,CAMPARI AMERICA            ,3834,567576,7471063.24,19183,196242.09,993.3499670606471,7273827.80003294,97.36000842676496
11567,CAMPARI AMERICA            ,3837,4977936,4928156.64,163375,117630.0,595.426580634888,4809931.213419365,97.60102133075391
11567,CAMPARI AMERICA            ,3918,12017,526885.8300000001,1599,52878.93,267.66573559067916,473739.2342644094,89.9130717302474
11567,CAMPARI AMERICA            ,3921,87660,2210531.4,4414,79010.59999999999,399.94058821653374,2131120.859411783,96.40762666442028
11567,CAMPARI AMERICA            ,3924,294719,7438009.81,8162,141855.56,718.0529714770652,7295436.197028523,98.08317524965088
11567,CAMPARI AMERICA            ,3928,677,8117.2300000000005,101,961.52,4.867079535935199,7150.842920464066,88.09461996843832
11567,CAMPARI AMERICA            ,3943,1324,15874.76,236,2263.24,11.45620381157956,13600.06379618842,85.670988387783
11567,CAMPARI AMERICA            ,4007,15812,454965.88,1418,30373.56,153.74670553862626,424438.57329446136,93.29019866159224
11567,CAMPARI AMERICA            ,4141,53276,52743.24,23925,16986.75,85.98454874266498,35670.50545125733,67.63047823997414
11567,CAMPARI AMERICA            ,4480,17701,249349.99,2872,28490.239999999998,144.21360354218572,220715.5363964578,88.51636063689348
11567,CAMPARI AMERICA            ,4521,32310,733489.8999999999,2263,37701.58,190.840116160271,695597.4798838397,94.83395475300203
11567,CAMPARI AMERICA            ,4585,12,179.88,12,136.32,0.6900327422608851,42.86996725773912,23.83253683441134
11567,CAMPARI AMERICA            ,4787,145938,3033355.6199999996,5431,81627.93,413.18914600190413,2951314.5008539977,97.29536759207936
11567,CAMPARI AMERICA            ,4817,23973,316893.27,3877,30240.6,153.07368064564645,286499.5963193544,90.40886110309454
11567,CAMPARI AMERICA            ,4818,25525,334962.75,3695,27749.45,140.46382834309946,307072.8361716569,91.67372675667875
11567,CAMPARI AMERICA            ,4857,20807,20598.93,3670,2752.5,13.932769388740365,17832.49723061126,86.57001713492527
11567,CAMPARI AMERICA            ,4868,41621,41204.79,6362,5025.9800000000005,25.440806645747973,36153.36919335425,87.74069517974549
11567,CAMPARI AMERICA            ,4876,8099,90404.01,1885,22488.05,113.8313586384969,67802.1286413615,74.99902785436343
11567,CAMPARI AMERICA            ,4890,41123,40711.77,15894,11761.56,59.535368985225475,28890.674631014772,70.9639365495894
11567,CAMPARI AMERICA            ,5128,51720,649738.3,4860,43642.8,220.91373946554697,605874.5862605345,93.24901829868031
11567,CAMPARI AMERICA            ,5130,15620,299271.8,1598,21045.66,106.53018253000455,278119.60981747,92.93211382344411
11567,CAMPARI AMERICA            ,5142,61122,1475131.78,3053,53274.85,269.6698271642996,1421587.2601728356,96.37018735863961
11567,CAMPARI AMERICA            ,5357,438,15325.62,726,18411.36,93.19572498204498,-3178.9357249820446,-20.742623952453766
11567,CAMPARI AMERICA            ,5358,73451,1887262.49,3882,73098.06,370.01213905333566,1813794.4178609466,96.10716195927503
11567,CAMPARI AMERICA            ,7750,112,3134.8799999999997,48,1066.08,5.396347607610654,2063.403652392389,65.82081777906616
11567,CAMPARI AMERICA            ,8010,36,1979.64,21,824.88,4.175426998504687,1150.5845730014955,58.120899406028144
11567,CAMPARI AMERICA            ,8085,79542,2632623.58,5823,149010.57,754.2706297165316,2482858.7393702837,94.31119428666227
11567,CAMPARI AMERICA            ,8107,227526,8085774.74,9472,252997.12,1280.6359778294177,7831496.98402217,96.85524561153147
11567,CAMPARI AMERICA            ,8128,9737,328721.63,1416,30769.68,155.75180948422764,297796.1981905158,90.59221268479223
11567,CAMPARI AMERICA            ,8187,39407,759247.9299999999,5505,72500.84999999999,366.98914569942116,686380.0908543005,90.40262919838328
11567,CAMPARI AMERICA            ,8205,63943,184799.57,13361,20442.329999999998,103.47621059347094,164253.76378940654,88.88211362689131
11567,CAMPARI AMERICA            ,8228,6,809.94,6,647.9399999999999,3.279781506899339,158.7202184931008,19.59654029842961
11567,CAMPARI AMERICA            ,8258,297321,8916656.79,9347,196754.35,995.942955415625,8718906.497044584,97.78223724863794
11567,CAMPARI AMERICA            ,8379,31890,382361.10000000003,4299,32801.37,166.0359396347853,349393.69406036526,91.37793935114352
11567,CAMPARI AMERICA            ,8387,46125,1050750.75,5833,101785.84999999999,515.2257130197704,948449.6742869803,90.26400164710616
11567,CAMPARI AMERICA            ,8408,24515,899511.8500000001,2336,51882.56,262.62225023705184,847366.667749763,94.20294660373433
11567,CAMPARI AMERICA            ,8420,22908,927073.92,1739,53909.0,272.8798056231078,872892.040194377,94.15560306068981
11567,CAMPARI AMERICA            ,8462,194903,4467845.97,10822,171204.04,866.6108656641892,4295775.319134336,96.14868883079102
11567,CAMPARI AMERICA            ,8671,13380,271616.19999999995,2287,33138.63,167.74310250637348,238309.82689749356,87.73770743331715
11567,CAMPARI AMERICA            ,8677,6003,223463.97,830,22800.1,115.41091202187798,200548.45908797812,89.74532184672908
12331,STELLAR IMPORTING CO LLC   ,236,14,251.85999999999999,18,238.14,1.1560806072292924,12.563919392770707,4.988453661864014
12331,STELLAR IMPORTING CO LLC   ,263,2,35.98,12,167.39999999999998,0.8126643724287543,-132.23266437242873,-367.5171327749548
12331,STELLAR IMPORTING CO LLC   ,9105,6,119.94,6,88.86,0.4313820557587761,30.648617944241224,25.55329159933402
12331,STELLAR IMPORTING CO LLC   ,17462,24,287.76,24,193.20000000000002,0.9379137201507489,93.62208627984923,32.534781164807214
12331,STELLAR IMPORTING CO LLC   ,17463,39,389.61,60,402.0,1.9515596040403778,-14.341559604040365,-3.6810039793743394
12331,STELLAR IMPORTING CO LLC   ,17464,103,1234.97,72,568.0799999999999,2.757815870306611,664.1321841296935,53.77719168317396
12331,STELLAR IMPORTING CO LLC   ,17469,172,1718.28,96,635.52,3.085211839700848,1079.6747881602992,62.83462463395367
12331,STELLAR IMPORTING CO LLC   ,17470,81,809.1899999999999,72,489.59999999999997,2.376824831189475,317.2131751688105,39.2013217129241
12331,STELLAR IMPORTING CO LLC   ,17471,9833,103148.17,1189,8489.46,41.213152229145834,94617.49684777085,91.72969025797632
12331,STELLAR IMPORTING CO LLC   ,17473,2435,23087.15,513,2883.06,13.996177691603611,20190.093822308398,87.45165090670956
12331,STELLAR IMPORTING CO LLC   ,18164,60,959.4,60,631.1999999999999,3.064239855896235,325.1357601441038,33.88948927914361
12331,STELLAR IMPORTING CO LLC   ,18166,54,863.46,36,391.68,1.9014598649515804,469.87854013504847,54.41810160691271
12331,STELLAR IMPORTING CO LLC   ,18167,2377,36608.23,706,6721.12,32.628523099273295,29854.48147690073,81.55128362365711
12331,STELLAR IMPORTING CO LLC   ,26617,12,131.88,12,87.36,0.4241001169377299,44.095899883062266,33.43638147032323
12331,STELLAR IMPORTING CO LLC   ,27440,61,578.89,48,305.76,1.4843504092820545,271.64564959071794,46.92526206891084
12331,STELLAR IMPORTING CO LLC   ,45329,54,809.46,60,620.4,3.0118098963847024,186.04819010361535,22.984235181925648
12331,STELLAR IMPORTING CO LLC   ,45521,85,1784.15,108,1491.48,7.240577408542645,285.4294225914574,15.99806196740506
12546,JIM BEAM BRANDS COMPANY    ,60,3862,40726.38,1633,12084.2,61.85155042752171,28580.328449572477,70.17645184662246
12546,JIM BEAM BRANDS COMPANY    ,122,1,10.99,1,7.96,0.04074231983938306,2.989257680160617,27.199796907739916
12546,JIM BEAM BRANDS COMPANY    ,140,48,527.52,24,188.39999999999998,0.9643031479572572,338.15569685204275,64.10291493252251
12546,JIM BEAM BRANDS COMPANY    ,161,199,2585.01,120,1113.6,5.699830072002133,1465.710169927998,56.70036750062855
12546,JIM BEAM BRANDS COMPANY    ,173,2807,58803.92999999999,1477,21711.899999999998,111.12979574380665,36980.90020425619,62.888484161273226
12546,JIM BEAM BRANDS COMPANY    ,184,1859,36345.409999999996,1010,13170.399999999998,67.41113683575509,23107.598863164243,63.57776363828127
12546,JIM BEAM BRANDS COMPANY    ,189,4,29.96,4,23.04,0.11792751873107861,6.802072481268923,22.703846733207353
12546,JIM BEAM BRANDS COMPANY    ,226,821,9022.79,237,1914.96,9.801496582867461,7098.028503417133,78.66777907296004
12546,JIM BEAM BRANDS COMPANY    ,254,2023,22232.77,422,3709.3799999999997,18.986023412790292,18504.403976587208,83.23031262675414
12546,JIM BEAM BRANDS COMPANY    ,273,252448,5696090.52,12365,214038.14999999997,1095.5289905942018,5480956.841009405,96.22313447731878
12546,JIM BEAM BRANDS COMPANY    ,281,1279,13231.210000000001,693,4948.0199999999995,25.325855956239216,8257.864144043762,62.41201026998862
12546,JIM BEAM BRANDS COMPANY    ,335,18,413.82,18,308.88,1.5809657979885225,103.35903420201147,24.976809772850874
12546,JIM BEAM BRANDS COMPANY    ,350,884,20483.16,597,10805.7,55.307699181962505,9622.152300818037,46.97591729409934
12546,JIM BEAM BRANDS COMPANY    ,361,166407,3495225.9299999997,6458,92220.23999999999,472.01840624933,3402533.6715937504,97.34803242300707
12546,JIM BEAM BRANDS COMPANY    ,428,140384,1332244.16,2582,17635.06,90.26297172194859,1314518.8370282778,98.6695139296597
12546,JIM BEAM BRANDS COMPANY    ,453,16594,497182.06,761,15988.61,81.83581186019579,481111.6141881398,96.76769394859899
12546,JIM BEAM BRANDS COMPANY    ,507,96,1055.04,24,195.36,0.9999270859072708,858.6800729140926,81.38839028985561
12546,JIM BEAM BRANDS COMPANY    ,516,546,6000.54,139,1184.28,6.0615973039427855,4810.198402696057,80.16275872998193
12546,JIM BEAM BRANDS COMPANY    ,525,2977,121792.23000000001,551,17081.0,87.42708105232438,104623.80291894768,85.90351200478689
12546,JIM BEAM BRANDS COMPANY    ,547,870,11301.3,206,2123.86,10.870726559556799,9166.569273440442,81.1107507405382
12546,JIM BEAM BRANDS COMPANY    ,548,495,4450.05,99,649.4399999999999,3.324081934232278,3797.285918065768,85.33130904294934
12546,JIM BEAM BRANDS COMPANY    ,549,449,4036.51,164,1052.8799999999999,5.389041923679602,2978.2409580763206,73.78257351217563
12546,JIM BEAM BRANDS COMPANY    ,551,1829,20100.71,284,2439.56,12.486599722030823,17648.66340027797,87.80119408855691
12546,JIM BEAM BRANDS COMPANY    ,564,7016,63073.840000000004,630,4164.3,21.314477701902373,58888.2255222981,93.36394537307082
12546,JIM BEAM BRANDS COMPANY    ,608,6,179.94,6,140.57999999999998,0.7195421260075967,38.64045787399242,21.47407906746272
12546,JIM BEAM BRANDS COMPANY    ,630,33,494.67,48,557.76,2.854828682614861,-65.94482868261484,-13.331074995980117
12546,JIM BEAM BRANDS COMPANY    ,634,1079,15095.210000000001,257,2623.9700000000003,13.430480526249497,12457.809519473753,82.5282292824926
12546,JIM BEAM BRANDS COMPANY    ,649,3784,145988.16,755,21645.850000000002,110.7917266200138,124231.51827337999,85.09698202469295
12546,JIM BEAM BRANDS COMPANY    ,655,17,186.82999999999998,17,142.63,0.7300348088808047,43.469965191119186,23.267122620092703
12546,JIM BEAM BRANDS COMPANY    ,657,60,479.4,48,297.12,1.5207736269695347,180.75922637303043,37.705303790786495
12546,JIM BEAM BRANDS COMPANY    ,661,45630,696211.7,5207,52017.93,266.24763083450244,643927.5223691654,92.49018974676315
12546,JIM BEAM BRANDS COMPANY    ,676,300664,3323750.36,13529,117025.85,598.9829912280989,3206125.527008772,96.4610810003424
12546,JIM BEAM BRANDS COMPANY    ,712,30,329.7,38,302.48,1.5482081538965564,25.671791846103414,7.786409416470554
12546,JIM BEAM BRANDS COMPANY    ,734,120,2998.8,120,1635.6000000000001,8.371625418253133,1354.8283745817469,45.1790174263621
12546,JIM BEAM BRANDS COMPANY    ,742,256,3325.44,68,706.52,3.6162391724775027,2615.3037608275226,78.6453450017899
12546,JIM BEAM BRANDS COMPANY    ,757,13542,263420.57999999996,2732,38111.399999999994,195.06869953852555,225114.11130046143,85.4580577191279
12546,JIM BEAM BRANDS COMPANY    ,776,22,505.78,42,760.2,3.89099391229887,-258.31099391229895,-51.0718086741862
12546,JIM BEAM BRANDS COMPANY    ,781,32,415.68,43,446.77000000000004,2.286739476713715,-33.376739476713745,-8.029431167415739
12546,JIM BEAM BRANDS COMPANY    ,788,1,14.99,1,11.19,0.057274693342047295,3.7427253066579533,24.968147476037046
12546,JIM BEAM BRANDS COMPANY    ,806,7600,98724.0,1082,11241.980000000001,57.540746832656744,87424.47925316734,88.55443382882312
12546,JIM BEAM BRANDS COMPANY    ,807,211074,3989753.26,10389,137446.47,703.5035228058001,3851603.2864771937,96.5373805215512
12546,JIM BEAM BRANDS COMPANY    ,858,196522,2356298.78,8796,78724.2,402.9405195351206,2277171.6394804646,96.64188849091816
12546,JIM BEAM BRANDS COMPANY    ,869,165,1648.3500000000001,86,651.02,3.3321689776174823,993.9978310223827,60.302595384619934
12546,JIM BEAM BRANDS COMPANY    ,871,531,5304.69,136,1021.36,5.227710526526669,4278.102289473473,80.64754565249757
12546,JIM BEAM BRANDS COMPANY    ,872,84,839.16,54,388.26,1.9872629523666918,448.9127370476333,53.49548799366429
12546,JIM BEAM BRANDS COMPANY    ,874,628,5645.72,112,751.52,3.84656635749914,4890.353433642502,86.62054500829835
12546,JIM BEAM BRANDS COMPANY    ,875,3146,28282.54,499,3273.44,16.754716011938452,24992.345283988063,88.36669296317821
12546,JIM BEAM BRANDS COMPANY    ,876,5260,47287.4,872,5807.52,29.725105190152508,41450.15489480985,87.65581295400011
12546,JIM BEAM BRANDS COMPANY    ,877,5378,48348.22,948,6654.96,34.062626738479985,41659.19737326152,86.1649040507831
12546,JIM BEAM BRANDS COMPANY    ,878,16227,162107.73,1832,13666.72,69.9514921350871,148371.05850786492,91.52620822453372
12546,JIM BEAM BRANDS COMPANY    ,879,931,9300.69,145,1073.0000000000002,5.492023767293723,8222.197976232706,88.40417190802732
12546,JIM BEAM BRANDS COMPANY    ,881,660,5933.4,181,1187.36,6.077361920162043,4739.962638079838,79.88611315737754
12546,JIM BEAM BRANDS COMPANY    ,882,477,6196.2300000000005,94,976.6600000000001,4.9989188560718425,5214.5710811439285,84.15715816139698
12546,JIM BEAM BRANDS COMPANY    ,884,1845,16586.55,251,1777.0800000000002,9.095774087961164,14800.374225912039,89.2311796359824
12546,JIM BEAM BRANDS COMPANY    ,887,1767,22953.33,325,3298.7500000000005,16.884262257558404,19637.695737742444,85.55488784303822
12546,JIM BEAM BRANDS COMPANY    ,888,51,458.49,27,194.13,0.9936314761833459,263.3663685238167,57.442118372007386
12546,JIM BEAM BRANDS COMPANY    ,889,4575,49685.25,864,8501.76,43.515254411768005,41139.97474558823,82.80118293776972
12546,JIM BEAM BRANDS COMPANY    ,905,258,3351.42,128,1231.36,6.302570723294312,2113.7574292767063,63.07050233264426
12546,JIM BEAM BRANDS COMPANY    ,906,1206,15665.94,249,2527.3500000000004,12.935942468098593,13125.654057531901,83.7846567619428
12546,JIM BEAM BRANDS COMPANY    ,921,501,20061.99,428,12313.56,63.025502497667546,7685.404497502334,38.30828595519355
12546,JIM BEAM BRANDS COMPANY    ,923,6,77.94,4,39.68,0.20309739337019095,38.056902606629805,48.82846113244779
12546,JIM BEAM BRANDS COMPANY    ,929,2868,37255.32,437,4055.3599999999997,20.756881178874433,33179.203118821126,89.0589669309541
12546,JIM BEAM BRANDS COMPANY    ,954,11,142.89000000000001,11,102.85,0.5264255773216768,39.513574422678346,27.653141873243996
12546,JIM BEAM BRANDS COMPANY    ,971,1288,20595.12,361,4122.62,21.10114354475344,16451.398856455246,79.88008254603638
12546,JIM BEAM BRANDS COMPANY    ,1004,990,22307.1,650,6922.500000000001,35.431998629161974,15349.168001370837,68.80844216133356
12546,JIM BEAM BRANDS COMPANY    ,1005,1923,67285.77,247,6752.98,34.564330531276006,60498.22566946873,89.91236285096943
12546,JIM BEAM BRANDS COMPANY    ,1006,157,626.4300000000001,89,279.46,1.4303830028032651,345.53961699719684,55.160132336764974
12546,JIM BEAM BRANDS COMPANY    ,1012,300,10923.0,285,7333.05,37.53335031384271,3552.416649686157,32.52235328834713
12546,JIM BEAM BRANDS COMPANY    ,1035,5,60.95,3,25.77,0.13190070128905795,35.04809929871095,57.503034124218125
12546,JIM BEAM BRANDS COMPANY    ,1168,2239,44027.61,651,9296.279999999999,47.581911190510034,34683.748088809494,78.77726746650453
12546,JIM BEAM BRANDS COMPANY    ,1239,58942,3020512.58,3473,138885.27,710.8678506682252,2880916.442149332,95.37839574729834
12546,JIM BEAM BRANDS COMPANY    ,1243,14,181.85999999999999,14,103.60000000000001,0.5302643637387042,77.72973563626127,42.741524049412334
12546,JIM BEAM BRANDS COMPANY    ,1249,67274,1653069.26,4777,96877.56000000001,495.85634859032956,1555695.8436514097,94.10953801484456
12546,JIM BEAM BRANDS COMPANY    ,1252,52,935.4799999999999,30,415.2,2.1251521604663126,518.1548478395337,55.38919568986336
