VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio,FreightPct,AvgUnitCost,AvgUnitPrice,UnitMargin,UnitMarginPct,Reason_LowMargin,Reason_HighFreight,Reason_LowTurnover
480,BACARDI USA INC,40114,41189,446666.11,1427075,17624378.72,89286.27,-17266998.88,-3865.750835674549,0.028862533503845277,0.025343651376097984,0.1998948834510861,12.350001730813025,10.844305761246934,-1.5056959695660908,-0.13884669085473647,1,1,1
480,BACARDI USA INC,4277,107467,453113.83,1427075,17624378.72,89286.27,-17260551.16,-3809.318987239917,0.07530578280749084,0.025709492357073,0.1970504188759809,12.350001730813025,4.216306680190198,-8.133695050622826,-1.9291042297368926,1,1,1
480,BACARDI USA INC,4244,42590,453957.1,1427075,17624378.72,89286.27,-17259707.889999997,-3802.0570423945346,0.02984426186430286,0.025757339150052037,0.19668437832561714,12.350001730813025,10.658772012209438,-1.6912297186035872,-0.1586702217353287,1,1,1
480,BACARDI USA INC,3139,18752,459326.98,1427075,17624378.72,89286.27,-17254338.009999998,-3756.4390426183977,0.013140164322127428,0.02606202393272221,0.19438498909861557,12.350001730813025,24.49482615187713,12.144824421064106,0.49581182351577546,1,1,1
480,BACARDI USA INC,4404,68168,462129.82,1427075,17624378.72,89286.27,-17251535.169999998,-3733.049550881611,0.047767636599337804,0.026221055921567264,0.19320603461598734,12.350001730813025,6.779277960333294,-5.570723770479731,-0.8217281844873423,1,1,1
480,BACARDI USA INC,2668,35042,471599.58,1427075,17624378.72,89286.27,-17242065.41,-3656.0815872651965,0.024555121489760523,0.026758366209234528,0.18932644087596515,12.350001730813025,13.458123965527083,1.1081222347140578,0.08233853674943903,1,1,1
480,BACARDI USA INC,802,45712,527380.88,1427075,17624378.72,89286.27,-17186284.11,-3258.7992401241395,0.03203195347126114,0.029923374229443477,0.1693013026941743,12.350001730813025,11.537033601680085,-0.8129681291329405,-0.07046595833911341,1,1,1
480,BACARDI USA INC,8654,100804,533253.16,1427075,17624378.72,89286.27,-17180411.83,-3221.8115369442908,0.07063679203966154,0.03025656498148606,0.1674369262059319,12.350001730813025,5.29,-7.060001730813025,-1.334593899964655,1,1,1
480,BACARDI USA INC,8130,427327,551251.83,1427075,17624378.72,89286.27,-17162413.16,-3113.3525960358265,0.29944256608797715,0.03127780211477435,0.16197002012673592,12.350001730813025,1.2899999999999998,-11.060001730813026,-8.573644752568239,1,1,1
480,BACARDI USA INC,7985,58750,586912.5,1427075,17624378.72,89286.27,-17126752.49,-2918.1100232147037,0.04116812360948093,0.033301173864016924,0.15212875854577984,12.350001730813025,9.99,-2.360001730813025,-0.23623640949079328,1,1,1
480,BACARDI USA INC,3847,149185,595248.15,1427075,17624378.72,89286.27,-17118416.84,-2875.845450338653,0.10453900460732618,0.03377413521672213,0.14999839982703012,12.350001730813025,3.99,-8.360001730813025,-2.0952385290258206,1,1,1
480,BACARDI USA INC,8368,302168,601314.32,1427075,17624378.72,89286.27,-17112350.669999998,-2845.824571415495,0.21173939701837674,0.034118327207621424,0.14848518824564166,12.350001730813025,1.9899999999999998,-10.360001730813025,-5.206031020509058,1,1,1
480,BACARDI USA INC,8154,27192,611638.08,1427075,17624378.72,89286.27,-17102026.91,-2796.102379694868,0.019054359441514988,0.03470409310405468,0.145978925968769,12.350001730813025,22.493309796999117,10.143308066186092,0.450947777704966,1,1,1
480,BACARDI USA INC,2628,20765,661013.35,1427075,17624378.72,89286.27,-17052651.639999997,-2579.7741664370315,0.014550741902142495,0.03750562561674231,0.13507483623439678,12.350001730813025,31.833053214543703,19.483051483730677,0.6120384165609779,1,1,1
480,BACARDI USA INC,5194,47717,694069.83,1427075,17624378.72,89286.27,-17019595.16,-2452.1444996391792,0.03343692517912513,0.03938123669643885,0.12864162385505218,12.350001730813025,14.545546241381478,2.1955445105684532,0.15094273354425286,1,1,1
480,BACARDI USA INC,6638,27792,694522.08,1427075,17624378.72,89286.27,-17019142.91,-2450.4826268446354,0.019474799852845857,0.039406897175437,0.1285578566487044,12.350001730813025,24.99,12.639998269186973,0.5058022516681462,1,1,1
480,BACARDI USA INC,3437,37665,700939.35,1427075,17624378.72,89286.27,-17012725.639999997,-2427.132338910634,0.026393146821295305,0.039771010435935526,0.12738087824574268,12.350001730813025,18.609832735961767,6.259831005148742,0.3363722336446475,1,1,1
480,BACARDI USA INC,4050,61839,745400.61,1427075,17624378.72,89286.27,-16968264.38,-2276.395290312413,0.04333269099381602,0.042293724042262296,0.1197829312213737,12.350001730813025,12.053891718818221,-0.2961100119948039,-0.02456551119772585,1,1,1
480,BACARDI USA INC,5560,48257,832427.4299999999,1427075,17624378.72,89286.27,-16881237.56,-2027.953062527024,0.033815321549322916,0.0472315900165813,0.10726012476547056,12.350001730813025,17.24987939573533,4.899877664922306,0.2840528650961871,1,1,1
480,BACARDI USA INC,3016,40193,839357.07,1427075,17624378.72,89286.27,-16874307.919999998,-2010.3849152065877,0.028164602421036036,0.047624774940151764,0.1063745969280988,12.350001730813025,20.88316547657552,8.533163745762495,0.40861447730872397,1,1,1
480,BACARDI USA INC,2258,62562,862436.38,1427075,17624378.72,89286.27,-16851228.61,-1953.909760856795,0.04383932168946972,0.04893428549746916,0.10352794950509857,12.350001730813025,13.785307055401042,1.4353053245880165,0.10411848780877668,1,1,1
480,BACARDI USA INC,4234,77805,869051.95,1427075,17624378.72,89286.27,-16844613.04,-1938.2745807083224,0.05452061033933045,0.04930965021841065,0.10273985346905902,12.350001730813025,11.169615705931495,-1.18038602488153,-0.10567830227629943,1,1,1
480,BACARDI USA INC,4075,41633,900539.6699999999,1427075,17624378.72,89286.27,-16813125.32,-1867.0055168141566,0.02917365940823012,0.051096250500908436,0.0991475145120481,12.350001730813025,21.630429467009343,9.280427736196318,0.4290450058030884,1,1,1
480,BACARDI USA INC,4204,82284,912345.16,1427075,17624378.72,89286.27,-16801319.83,-1841.5530181581717,0.05765919800991539,0.05176608914813424,0.09786457353486701,12.350001730813025,11.087758981089884,-1.262242749723141,-0.11384110638370562,1,1,1
480,BACARDI USA INC,4450,36227,963780.73,1427075,17624378.72,89286.27,-16749884.259999998,-1737.9351691333359,0.02538549130213899,0.05468452223545955,0.09264168417229093,12.350001730813025,26.603934358351506,14.25393262753848,0.5357828821684747,1,1,1
480,BACARDI USA INC,5246,67432,982348.68,1427075,17624378.72,89286.27,-16731316.309999999,-1703.1952758362743,0.04725189636143861,0.05573806008181377,0.09089060922848698,12.350001730813025,14.567989678490925,2.2179879476778996,0.15225079071497924,1,1,1
480,BACARDI USA INC,1330,19640,994571.6,1427075,17624378.72,89286.27,-16719093.389999999,-1681.034667589543,0.013762416130897114,0.05643158353555853,0.08977359699392182,12.350001730813025,50.64010183299389,38.290100102180865,0.7561220992101847,1,1,1
480,BACARDI USA INC,4320,19943,999918.5700000001,1427075,17624378.72,89286.27,-16713746.419999998,-1671.5107531206265,0.013974738538619203,0.05673496841425115,0.08929354117305772,12.350001730813025,50.13882414882415,37.78882241801112,0.7536838579589494,1,1,1
480,BACARDI USA INC,4258,89926,1012458.74,1427075,17624378.72,89286.27,-16701206.249999998,-1649.5690728098211,0.06301420738223289,0.057446492502516995,0.08818756406804291,12.350001730813025,11.258798790116318,-1.0912029406967072,-0.09692001438507222,1,1,1
480,BACARDI USA INC,4232,126995,1052788.55,1427075,17624378.72,89286.27,-16660876.439999998,-1582.5472683949683,0.08898971672827287,0.05973478933503082,0.08480930952374055,12.350001730813025,8.290000000000001,-4.060001730813024,-0.48974689153353723,1,1,1
480,BACARDI USA INC,4670,231098,1162918.52,1427075,17624378.72,89286.27,-16550746.469999999,-1423.2077471773343,0.1619382302962353,0.06598351853846228,0.07677775223667434,12.350001730813025,5.032144458195225,-7.3178572726178,-1.4542224161907993,1,0,1
